Document,Primary Introducer,Status,Description,Document ID
LB82,Cook,Indefinitely postponed,Appropriate funds in support of dental services,24875
LB83,Cook,Passed,Change the definition of employer relating to wage discrimination on the basis of sex,24341
LB84,Davis,Indefinitely postponed,Permit a public body to use telephone conferencing or videoconferencing for public meetings,24785
LB85,Davis,Passed,To increase the maximum brand inspection fee amount that may be established by the Nebraska Brand Committee,24877
LB86,Davis,Indefinitely postponed,Change number of districts and members of Game and Parks Commission,24873
LB87,Campbell,Passed,Change membership and reporting requirements of the Nebraska Children's Commission,24558
LB88,Campbell,Passed,Change fees relating to marriage licenses,24782
LB89,Campbell,Governor Veto,Change provisions relating to aid to dependent children and create the Intergenerational Poverty Task Force,24571
LB89A,Campbell,Governor Veto,Appropriation Bill,26643
LB90,Campbell,Passed,Change provisions for directed review under the Nebraska Regulation of Health Professions Act,24886
LB91,Johnson,Passed,"Repeal obsolete provisions relating to scabies, diseased swine, and hog cholera",24451
LB92,Johnson,Passed,Change provisions of the Agricultural Liming Materials Act,24607
LB93,Johnson,Passed,Change provisions of the Nebraska Commercial Fertilizer and Soil Conditioner Act,24608
LB94,Smith,Passed,Provide for issuance of printed motor vehicle certificate of title for nonresidents as prescribed,24681
LB95,Smith,Passed,Provide for operation and regulation of electric-powered bicycles,24429
LB96,Smith,Indefinitely postponed,Eliminate certain taxing authority of learning communities,24430
LB97,Smith,Indefinitely postponed,Eliminate additional fees for Pearl Harbor and disabled veteran license plates,24432
LB98,Bolz,Indefinitely postponed,State intent regarding appropriations for tobacco use prevention control,24601
LB99,Sullivan,Passed,Eliminate a reporting duty for the Education Committee of the Legislature,25035
LB100,Sullivan,Passed,Provide for allocation of state aid to tribally controlled community colleges,24326
LB101,Sullivan,Indefinitely postponed,Change provisions relating to statewide assessment of student learning and reporting,25113
LB102,Sullivan,Indefinitely postponed,Change provisions relating to the Access College Early Scholarship Program,24418
LB103,Kintner,Indefinitely postponed,Change provisions relating to participation in extracurricular activities as prescribed,24802
LB104,Krist,Passed,Change provisions relating to notice of discontinuance of utility service,25054
LB105,Watermeier,Indefinitely postponed,Change provisions relating to payment of fees and costs associated with deaths of incarcerated persons and grand juries,24653
LB105A,Watermeier,Indefinitely postponed,Appropriation Bill,26646
LB106,Watermeier,Passed,Provide for an assessment matrix for zoning purposes,24856
LB106A,Watermeier,Passed,Appropriation Bill,26922
LB107,Crawford,Passed,Eliminate integrated practice agreements and provide for transition-to-practice agreements for nurse practitioners,24507
LB108,Crawford,Indefinitely postponed,Appropriate funds to the University of Nebraska to fund behavioral health internships,24954
LB109,Crawford,Passed,"Change residency requirements for veterans, spouses, and dependents or eligible recipients attending a public college or university",24427
LB110,Larson,Indefinitely postponed,Appropriate funds for pediatric cancer specialists,24720
LB111,Larson,Indefinitely postponed,Require identification to vote,25012
LB112,Larson,Indefinitely postponed,Adopt the Interstate Compact on the Agreement Among the States to Elect the President by National Popular Vote,24810
LB113,Larson,Indefinitely postponed,Provide a co-payment for correctional inmates' health care services,24680
LB114,McCoy,Indefinitely postponed,Redefine ambulatory surgical center and health clinic under the Health Care Facility Licensure Act,24391
LB115,Scheer,Indefinitely postponed,Prohibit certain actions related to social security numbers,25127
LB116,Haar,Passed,Change election procedures and membership for certain sanitary and improvement district boards of trustees,24406
LB117,Haar,Indefinitely postponed,Change provisions relating to energy financing contracts,24434
LB118,Larson,Passed,Exempt licensed cigar shops and tobacco retail outlets from smoking restrictions,24854
LB119,Schumacher,Indefinitely postponed,Change where certain sentences of imprisonment may be served,24417
LB120,Schumacher,Indefinitely postponed,Provide for seizure of license plates of certain uninsured motor vehicles or trailers as prescribed,24517
LB121,Schumacher,Indefinitely postponed,Require voter identification and secret-ballot envelopes,24415
LB122,Schumacher,Passed,Change provisions relating to operation of utility-type vehicles,24409
LB123,Schumacher,Passed,Change provisions relating to the payment of warrants,24896
LB124,Nordquist,Indefinitely postponed,"Provide requirements relating to copayments, coinsurance, and deductibles",24737
LB125,Nordquist,Indefinitely postponed,Create a fund relating to health care homes for the medically underserved,24349
LB126,Nordquist,Passed,Change size of counties for applicability of certain county retirement programs and change contribution provisions for such programs,25151
LB127,Chambers,Indefinitely postponed,Eliminate provisions relating to hunting mountain lions,25135
LB128,Chambers,Indefinitely postponed,Repeal the Black-Tailed Prairie Dog Management Act,25134
LB129,Harr,Passed,Require criminal background checks for applicants for an initial nursing license,24972
LB130,Watermeier,Indefinitely postponed,Change provisions relating to the Water Sustainability Fund,24934
LB131,Craighead,Passed,Provide restrictions on sanitary and improvement districts subject to municipal annexation and authorize certain fees for county treasurers,24991
LB132,Ebke,Passed,Change joint public agency bonding powers and procedures,24948
LB133,Ebke,Indefinitely postponed,Change interest rate provisions on certain Nebraska Workers' Compensation Court awards,24925
LB134,Johnson,Indefinitely postponed,Change provisions relating to first injury reports under the Nebraska Workers' Compensation Act,24926
LB135,Johnson,Indefinitely postponed,Change provisions relating to termination of township boards,24959
LB136,Johnson,Passed,Prohibit flying lanterns,24960
LB137,Johnson,Indefinitely postponed,Change provisions relating to discharge of a firearm,24961
LB137A,Johnson,Indefinitely postponed,Appropriation Bill,26611
LB138,Johnson,Passed,Name the Land Surveyors Regulation Act and provide for a code of practice,24538
LB139,Johnson,Passed,Change and eliminate provisions relating to the Real Property Appraiser Act,24328
LB139A,Johnson,Passed,Appropriation Bill,25921
LB140,Davis,Indefinitely postponed,"Provide for primary elections for partisan county offices without party affiliation in counties with less than 10,000 population",24744
LB141,Schilz,Passed,Change provisions relating to the Public Entities Mandated Project Charges Act,24514
LB142,Schilz,Passed,Create the Aquatic Invasive Species Program and provide funding,25026
LB142A,Schilz,Passed,Appropriation Bill,25628
LB143,Schilz,Indefinitely postponed,Provide training cost reimbursement relating to underground storage tanks,25059
LB144,Davis,Indefinitely postponed,Reduce levy authority of community colleges and increase state aid to community colleges,24784
LB145,Watermeier,Indefinitely postponed,Change provisions governing active executive officers of  banks and provide the Department of Banking and Finance with certain powers,24589
LB146,Crawford,Passed,Provide for disposition of unclaimed cremated remains in a veteran cemetery,24582
LB147,Crawford,Indefinitely postponed,Change provisions relating to asset limitations for public assistance,24841
LB148,Crawford,Indefinitely postponed,Provide for medical assistance program coverage for certain youth formerly in foster care,24700
LB149,Urban Affairs Committee,Passed,Change provisions relating to election procedures for sanitary and improvement districts,24557
LB150,Urban Affairs Committee,Passed,Redefine terms under the Local Option Municipal Economic Development Act,24485
LB151,Urban Affairs Committee,Passed,Provide for a person designated to accept city or village notices in cases of mortgaged property or trust deed default,24735
LB152,Urban Affairs Committee,Passed,Authorize cities and villages to borrow from state-chartered or federally chartered financial institutions as prescribed,24486
LB153,Morfeld,Indefinitely postponed,Exempt college textbooks from sales and use taxes,24644
LB154,Hadley,Indefinitely postponed,Appropriate funds to the Board of Regents of the University of Nebraska,25150
LB155,Williams,Passed,"Change provisions relating to capital stock requirements, clearing and settlement of checks, and cost of disclosure of confidential records",24989
LB156,Stinner,Passed,Change the amount of credits allowed and reporting requirements under the Angel Investment Tax Credit Act,24777
LB157,McCollister,Passed,Change operative date provisions relating to the Nebraska Model Business Corporation Act,24804
LB158,McCollister,Indefinitely postponed,Deny compensation under the Nebraska Workers' Compensation Act in situations of false representation,24927
LB159,Hadley,Passed,Define and redefine terms under the Public Accountancy Act and provide for peer review,24527
LB160,Larson,Passed,Allow financial institutions to operate gift enterprises,25093
LB161,Schumacher,Indefinitely postponed,Adopt the Pairing Equity to Enterprises Act and provide for a transfer from the Cash Reserve Fund,24817
LB162,Schumacher,Indefinitely postponed,Change provisions relating to sales of real property for nonpayment of taxes,24843
LB163,Crawford,Indefinitely postponed,Create an emergency management registry allowing for public-provided data,24901
LB164,Friesen,Passed,Provide a biennial budgeting option for natural resources districts,24501
LB165,Lindstrom,Indefinitely postponed,Change income tax provisions relating to Social Security benefits,25007
LB166,Crawford,Indefinitely postponed,Change filing and enforcement provisions of the Nebraska Political Accountability and Disclosure Act,24424
LB167,Mello,Passed,Provide duties for the Office of Violence Prevention and change funding provisions,24356
LB168,Mello,Passed,Authorize expansion of existing business improvement districts,24332
LB169,Mello,Indefinitely postponed,Change provisions governing the Cash Reserve Fund,25050
LB170,Gloor,Passed,Change distribution of the Sports Arena Facility Support Fund,24636
LB171,Gloor,Passed,Update references to the Internal Revenue Code,24819
LB172,Chambers,Indefinitely postponed,Eliminate certain mandatory minimum penalties,24909
LB173,Chambers,Indefinitely postponed,Eliminate certain mandatory minimum penalties and change habitual criminal provisions,24910
LB173A,Chambers,Indefinitely postponed,Appropriation Bill,27672
LB174,Schilz,Indefinitely postponed,Redefine nonpoint source control systems under the Wastewater Treatment Facilities Construction Assistance Act,24898
LB175,Schilz,Passed,Adopt the Livestock Growth Act and Community Gardens Act and change provisions of the Nebraska Advantage Rural Development Act and the Nebraska Seed Law,24729
LB176,Schilz,Passed,Change the Competitive Livestock Markets Act and provisions relating to contract swine operations,24763
LB177,Haar,Passed,Change provisions relating to membership on boards of public power districts ,25105
LB178,Watermeier,Indefinitely postponed,Change valuation of agricultural land and horticultural land,24995
LB179,Brasch,Passed,Change renewal requirements for apprentice electricians and provide for continuing education for apprentice electricians,25166
LB180,Scheer,Passed,Redefine terms relating to title insurance business,24746
LB181,Smith,Passed,Change rotating and flashing light provisions for motor vehicles,24712
LB182,Haar,Indefinitely postponed,Create the School Funding and Educational Outcomes Review Committee,24637
LB183,Johnson,Passed,Change provisions relating to the Grain Dealer Act,25031
LB184,Ebke,Indefinitely postponed,Change prohibited locations to carry a concealed handgun,24824
LB185,Bolz,Indefinitely postponed,Appropriate funds to implement the Master Teacher Program Act,24803
LB186,Bolz,Indefinitely postponed,Adopt the Property Tax Circuit Breaker Act,25063
LB187,Kintner,Indefinitely postponed,Require the Department of Health and Human Services and health care facilities to provide information regarding abortion,24792
LB188,Watermeier,Indefinitely postponed,Change provisions relating to innocent third parties injured during a vehicular pursuit,24818
LB189,Davis,Indefinitely postponed,Change provisions and penalties relating to marijuana and alphabetize definitions,24542
LB190,Bloomfield,Passed,Change concealed handgun permit application provisions ,24482
LB191,Bloomfield,Indefinitely postponed,Exempt food sold by veterans service organizations from sales and use taxes,24887
LB192,Davis,Indefinitely postponed,Require a train crew of at least two individuals,24826
LB193,Nordquist,Indefinitely postponed,Prohibit the collection of interchange fees on specified taxes and provide penalties,25106
LB194,Seiler,Passed,Create the Supreme Court Attorney Services Cash Fund,25144
LB195,Seiler,Passed,Change provisions relating to summons and orders of garnishment on financial institutions,24594
LB196,Campbell,Passed,Change provisions of the Rural Health Systems and Professional Incentive Act,24827
LB196A,Campbell,Indefinitely postponed,Appropriation Bill,26756
LB197,Scheer,Indefinitely postponed,Provide additional powers to certain sanitary and improvement districts,25161
LB198,Williams,Passed,Authorize licenses for limited line pre-need funeral insurance,24550
LB199,Howard,Passed,Provide for stipends for social work students,24459
LB199A,Howard,Passed,Appropriation Bill,26818
LB200,Davis,Passed,Change the distribution of sales and use tax revenue and provide duties for the Department of Revenue,24786
LB200A,Davis,Passed,Appropriation Bill,27758
LB201,Davis,Withdrawn,Change provisions relating to uranium severance taxes,24821
LB202,Davis,Indefinitely postponed,Provide for partisan ballots for unaffiliated voters at primary elections,24789
LB203,Schilz,Indefinitely postponed,Change provisions relating to a game refuge,25033
LB204,Schilz,Indefinitely postponed,Provide a tax credit for certain beer manufacturers,24352
LB205,Schilz,Indefinitely postponed,Provide requirements for certain towers,24736
LB206,Schilz,Passed,Change the Erosion and Sediment Control Act,24500
LB207,Schilz,Passed,Change provisions relating to civil penalties under the Nebraska Chemigation Act,24502
LB208,Schilz,Indefinitely postponed,Provide an exemption to water storage reservoir permit requirements as prescribed,24499
LB209,Hilkemann,Indefinitely postponed,Adopt the Political Subdivisions Mandatory Mediation Act,24990
LB210,Ebke,Indefinitely postponed,Change provisions relating to housing agencies and taxation of mixed-use developments,24734
LB211,Kolowski,Indefinitely postponed,Authorize chiropractors to provide school entrance physical examinations and visual evaluations,25099
LB212,Chambers,Indefinitely postponed,Prohibit use of restraints in juvenile courts as prescribed,24598
LB213,Schumacher,Indefinitely postponed,Provide for withholding of insurance proceeds for demolition purposes,25019
LB214,Schumacher,Indefinitely postponed,Provide for electronic signatures on initiative and referendum petitions ,24480
LB215,Craighead,Indefinitely postponed,Change provisions relating to theft,25086
LB216,Hadley,Indefinitely postponed,Correct provisions relating to the streamlined sales and use tax agreement,25155
LB217,Hadley,Indefinitely postponed,Revise statute relating to premium taxes,25220
LB218,Hadley,Indefinitely postponed,Correct references to a federal act in income tax provisions,25156
LB219,Crawford,Passed,Change and eliminate child custody provisions and adopt the Uniform Deployed Parents Custody and Visitation Act,24425
LB220,Smith,Passed,Provide for Nebraska 150 Sesquicentennial license plates and distribute fees,24748
LB220A,Smith,Passed,Appropriation Bill,25605
LB221,Harr,Passed,"Change provisions relating to forcible entry and detainer, the Uniform Residential Landlord and Tenant Act, and disposition of a tenant's personal property upon death",25041
LB222,Harr,Indefinitely postponed,Create the Fallen Heroes Memorial Commission and provide duties,24380
LB223,Harr,Indefinitely postponed,Change provisions of the Insured Homeowners Protection Act relating to contractor duties and prohibited acts and provide for a required notice,24369
LB224,Harr,Indefinitely postponed,Provide and change restrictions relating to electioneering,24379
LB225,Schnoor,Indefinitely postponed,Change provisions relating to unlawful possession of a firearm at a school,25098
LB226,Coash,Passed,Authorize crowdfunding as prescribed and exempt crowdfunding under the Securities Act of Nebraska,24603
LB227,Hansen,Indefinitely postponed,Change provisions relating to educational bridge programs,24366
LB227A,Hansen,Indefinitely postponed,Appropriation Bill,26994
LB228,Watermeier,Indefinitely postponed,Change corporate income tax rates,25049
LB229,Watermeier,Indefinitely postponed,Appropriate funds to the Supreme Court for court appointed special advocate state aid,24576
LB230,Mello,Indefinitely postponed,Change provisions relating to partition actions,24385
LB231,Smith,Passed,Provide for regulation and operation of autocycles,24543
LB232,Kolterman,Indefinitely postponed,Adopt the College Choice Grant Program Act,24928
LB233,Howard,Indefinitely postponed,Appropriate funds to the Department of Health and Human Services,25015
LB234,Krist,Indefinitely postponed,Change provisions relating to filing requirements of insurance companies,25102
LB235,Howard,Passed,Adopt the Consumer Protection in Eye Care Act,24462
LB236,Coash,Indefinitely postponed,Change and eliminate provisions relating to collection of judgments and public retirement plans,24520
LB237,Coash,Indefinitely postponed,Appropriate funds for correctional facilities,25259
LB238,Groene,Indefinitely postponed,Change provisions relating to tax-increment financing under the Community Development Law,25207
LB239,Haar,Indefinitely postponed,Provide for a Coordinator for Educator Effectiveness and educator evaluation,24865
LB240,Hansen,Passed,Change the termination date of the Behavioral Health Screening and Referral Pilot Program,24805
LB241,Stinner,Passed,Change provisions relating to conveyances of cemetery lots,25053
LB242,Stinner,Passed,Change provisions of the Dry Bean Resources Act,25231
LB242A,Stinner,Passed,Appropriation Bill,25967
LB243,Bolz,Passed,Create a pilot project relating to family finding services and change the Young Adult Bridge to Independence Act,24569
LB243A,Bolz,Passed,Appropriation Bill,26754
LB244,Pansing Brooks,Indefinitely postponed,Change provisions relating to motions for new trial based upon discovery of new evidence,24957
LB245,Pansing Brooks,Passed,Change provisions relating to motions for new trial and DNA testing of biological material,24958
LB246,Sullivan,Passed,Redefine a term under the Nebraska Advantage Microenterprise Tax Credit Act,24945
LB247,Sullivan,Passed,Change an interest rate provision in the Uniform Partnership Act of 1998,24476
LB248,Sullivan,Indefinitely postponed,Prohibit use of interactive wireless devices by school bus drivers as prescribed,24943
LB249,Sullivan,Indefinitely postponed,Exempt horses from sales and use taxes,24946
LB250,Larson,Indefinitely postponed,Eliminate time restrictions on keno,25229
LB251,Nordquist,Indefinitely postponed,Adopt the Veterans Subsidized Training and Employment Act,24656
LB252,Schumacher,Passed,Change provisions relating to registration by coordination and federal covered securities under the Securities Act of Nebraska,24740
LB253,Morfeld,Passed,Change acknowledgment requirements relating to homesteads,24552
LB254,Morfeld,Indefinitely postponed,Adopt the Uniform Unsworn Foreign Declarations Act,24870
LB255,Morfeld,Indefinitely postponed,Provide income tax credits for apprenticeships,25094
LB256,Bloomfield,Indefinitely postponed,Change the sales tax rate and the distribution of sales tax revenue,24708
LB257,Nordquist,Passed,Require insurers to provide descriptions relating to telehealth and telemonitoring,24796
LB258,Nordquist,Indefinitely postponed,Adopt the Interstate Medical Licensure Compact,25013
LB259,Gloor,Passed,Adopt the Personal Property Tax Relief Act and provide and change tax exemptions and taxation of personal property,25067
LB259A,Gloor,Passed,Appropriation Bill,27580
LB260,Gloor,Passed,Authorize the Property Tax Administrator to correct certain errors,24747
LB261,Gloor,Passed,Change revenue and taxation provisions,25066
LB262,Johnson,Withdrawn,Eliminate refund provisions under the Dairy Industry Development Act,24713
LB263,Johnson,Indefinitely postponed,Appropriate funds to the Nebraska State Historical Society,25014
LB264,Morfeld,Passed,"Provide for issuance of credentials under the Uniform Credentialing Act based on military education, training, or experience",24508
LB265,Campbell,Passed,Change provisions relating to juveniles and child welfare,24806
LB265A,Krist,Passed,Appropriation Bill,26914
LB266,Crawford,Passed,Change provisions relating to jurisdiction for municipalities to enforce ordinances,24895
LB267,Crawford,Indefinitely postponed,Change the income tax exemption for military retirement income,24623
LB268,Chambers,Veto Overridden,Eliminate the death penalty and change and eliminate provisions relating to sentencing,25136
LB269,Hughes,Passed,Change a requirement regarding the preparation and distribution of a roster of registered abstracters,24472
LB270,Ebke,Passed,Create and eliminate funds administered by the Department of Labor,24685
LB271,Ebke,Passed,Change and eliminate provisions of the Employment Security Law,24771
LB272,Crawford,Passed,Create a voluntary veterans preference in private employment,24648
LB273,Sullivan,Indefinitely postponed,Authorize voters to decide partisan status of county offices,24947
LB274,Hansen,Indefinitely postponed,Appropriate funds to the State Department of Education for mentor teacher programs,24855
LB275,Friesen,Passed,Change penalties for operating a motor vehicle during a revocation period,24800
LB276,Harr,Indefinitely postponed,Exempt certified independent contractors from the Nebraska Workers' Compensation Act,25225
LB277,Harr,Passed,Change tax deed lien priority,24829
LB278,Harr,Indefinitely postponed,Exempt motor vehicle washing and waxing services from sales and use tax,25153
LB279,Schumacher,Passed,Change provisions and fees relating to business entity reinstatement,24920
LB280,Davis,Indefinitely postponed,Authorize a school-funding surtax and reduce the levy authority of school districts and learning communities,24984
LB281,Kolowski,Indefinitely postponed,Adopt the Child Support for College Savings Act,25005
LB282,Baker,Indefinitely postponed,Change provisions relating to closed sessions for public bodies,25202
LB283,Baker,Passed,Change provisions relating to emergency expenditures by  school districts and educational service units for emergency management purposes as prescribed,25204
LB284,Riepe,Indefinitely postponed,Redefine terms under the Sports Arena Facility Financing Assistance Act,24992
LB285,Riepe,Passed,Change a reporting requirement regarding and provide for distribution of the Civic and Community Center Financing Fund,24993
LB286,Craighead,Passed,"Revise powers of state-chartered banks, building and loan associations, and credit unions",24739
LB287,Haar,Passed,Change provisions relating to licensure of interpreters for the deaf and hard of hearing,25133
LB288,Ebke,Indefinitely postponed,Prohibit public employers from making certain deductions from wages,25234
LB289,Ebke,Indefinitely postponed,"Prohibit certain regulation of firearms, ammunition, and firearm accessories by cities and villages as prescribed",25200
LB290,Coash,Indefinitely postponed,Eliminate certain notification requirements under the Sex Offender Registration Act and eliminate the offense of unlawful use of the Internet by a prohibited sex offender,24953
LB291,Coash,Passed,Remove professional wrestling from the jurisdiction of the State Athletic Commissioner,25129
LB292,Coash,Passed,Change and eliminate provisions relating to the central registry of child protection cases and sex offender registration ,24634
LB292A,Coash,Passed,Appropriation Bill,26772
LB293,Schnoor,Indefinitely postponed,Change valuation of agricultural land and horticultural land,25101
