Document,Primary Introducer,Status,Description,Document ID
LB800,Louden,Passed,Change provisions relating to appraised value of school lands,15723
LB801,Fischer,Passed,Eliminate obsolete references to designated county officials,15132
LB802,Lautenbaugh,Indefinitely postponed,Authorize carrying of concealed handguns by certain authorities within the scope of their employment,15778
LB803,Lautenbaugh,Indefinitely postponed,Require presentment of an operator's license and proof of insurance to a peace officer by a driver involved in an accident and mandate impoundment of the vehicle in certain situations,15560
LB804,Lautenbaugh,Passed,Change provisions relating to justification for use of force,15717
LB805,Lautenbaugh,Passed,Remove the social security number requirement from certain firework permit and license applications,15716
LB806,Lautenbaugh,Governor Veto,Authorize the State Racing Commission to regulate wagering on historic horseraces,15783
LB806A,Lautenbaugh,Governor Veto,Appropriation Bill,16705
LB807,Lautenbaugh,Passed,Change provisions relating to disposition of firearms seized or held by a law enforcement agency and concealed handgun permit applications and revocations,15209
LB808,Lautenbaugh,Indefinitely postponed,Appropriate funds for an environmental study of a hydroelectric dam project,15714
LB809,Lautenbaugh,Indefinitely postponed,Change provisions relating to evaluation of certificated employees of schools,15713
LB810,Gloor,Passed,Prohibit insurance policy provisions relating to fees for dental services,15766
LB811,Harr,Passed,Change provisions relating to disclosure of confidential business or financial information,15635
LB812,Harr,Indefinitely postponed,Change garnishment provisions,15634
LB813,Karpisek,Indefinitely postponed,"Prohibit counties, cities, and villages from imposing credentialing requirements ",15275
LB814,Schilz,Indefinitely postponed,Include additional substances in the schedule of controlled substances under the Uniform Controlled Substances Act,15751
LB815,Fulton,Indefinitely postponed,Change penalty and statute of limitations regarding concealing the death of another person,15414
LB816,Pirsch,Indefinitely postponed,Change provisions relating to evidentiary use of set-aside convictions,15437
LB817,Pirsch,Passed,"Change provisions relating to law enforcement certification and continuing education, evidentiary use of set-aside convictions, and duties of the Community Corrections Division of the Nebraska Commission on Law Enforcement and Criminal Justice",15540
LB817A,Harr,Passed,Appropriation Bill,17255
LB818,Harr,Indefinitely postponed,Exempt certain deeds from the documentary stamp tax,15543
LB819,Price,Passed,Provide for the treatment of military medals as unclaimed property,15533
LB820,Health and Human Services Committee,Passed,"Create the Title IV-E Demonstration Project Committee and the Foster Care Reimbursement Rate Committee, provide a temporary foster care stipend, and change foster care licensure requirements",15465
LB820A,Campbell,Passed,Appropriation Bill,16883
LB821,Health and Human Services Committee,Passed,Create the Nebraska Children's Commission and adopt the Office of Inspector General of Nebraska Child Welfare Act,15461
LB821A,Campbell,Passed,Appropriation Bill,16884
LB822,Adams,Passed,Change notice provisions relating to changes in real property valuations,15805
LB823,Adams,Passed,Change powers and duties of county treasurers relating to the holding of certain school district funds,15827
LB824,Karpisek,Passed,Define flavored malt beverage and change bond provisions under the Nebraska Liquor Control Act,15233
LB825,Dubas,Passed,"Provide requirements for staffing, services, and contracts for public assistance programs administered by the  Department of Health and Human Services",15797
LB825A,Dubas,Passed,Appropriation Bill,17587
LB826,Dubas,Indefinitely postponed,Change provisions relating to legislative consideration of proposed rules and regulations under the Medical Assistance Act,15735
LB827,Dubas,Indefinitely postponed,Require mediation for budget disputes between a county board and a county officer,15601
LB828,Dubas,Passed,Change provisions relating to wind and solar energy agreements,15624
LB829,Louden,Indefinitely postponed,Create alcohol impact zones ,15169
LB830,Hadley,Passed,Provide a sales and use tax exemption for biochips,15632
LB831,Howard,Passed,Adopt the Genetic Counseling Practice Act,15190
LB832,Howard,Indefinitely postponed,Require a report on qualifications by proposed appointee as chief executive officer of the Department of Health and Human Services,15253
LB833,Krist,Indefinitely postponed,Change provisions relating to surcharges for 911 services,15859
LB834,Gloor,Passed,Change the Nebraska Regulation of Health Professions Act,15567
LB835,Nordquist,Indefinitely postponed,Adopt the Nebraska Health Benefit Exchange Act,15581
LB836,Pahls,Passed,Change provisions relating to deposit and investment of public funds in certificates of deposit and time deposits,15607
LB837,Howard,Indefinitely postponed,Create a task force to review use of certain drugs by wards of the state,15668
LB838,Pahls,Indefinitely postponed,Adopt the Nebraska Health Benefit Exchange Act,15606
LB839,Council,Indefinitely postponed,Require reporting of sexual misconduct by a school employee,15426
LB840,Council,Indefinitely postponed,Provide powers and duties relating to inmate mail,15719
LB841,Harms,Passed,Change provisions relating to permits for exceeding vehicle size and weight limitations,15542
LB842,Harms,Passed,Change the termination date relating to self-sufficiency activities under the Welfare Reform Act and provide ADC data collection duties for the Department of Health and Human Services,15784
LB843,Schumacher,Indefinitely postponed,Authorize a cause of action relating to no-reserve auctions,15874
LB844,Hadley,Indefinitely postponed,"Change child support, medical support, and parenting time provisions",15558
LB845,Sullivan,Passed,Provide reclamation requirements under the Oil Pipeline Reclamation Act,15535
LB846,Sullivan,Indefinitely postponed,Require employers to maintain employee emergency contact information,15536
LB847,Sullivan,Indefinitely postponed,Change the Enhanced Wireless 911 Services Act ,15621
LB848,Sullivan,Indefinitely postponed,Change the Funeral Directing and Embalming Practice Act,15782
LB849,Sullivan,Passed,Authorize the Game and Parks Commission to transfer Pibel Lake State Recreation Area to the Lower Loup Natural Resources District,15774
LB850,Hadley,Indefinitely postponed,Create the incentive area tax credit program and authorize tax credits,15633
LB851,Fischer,Passed,Change provisions relating to tax receipts,15834
LB852,McCoy,Passed,Change provisions relating to corporations and professional corporations,15649
LB853,McCoy,Passed,Change provisions relating to secured transactions filing information,15650
LB854,McCoy,Passed,Change provisions relating to business entity dissolution and reinstatement,15654
LB855,Fulton,Indefinitely postponed,Change sales and use tax collection fees,15825
LB856,Larson,Withdrawn,Change provisions relating to reporting of cruelty to animals and create the offense of obtaining employment at an animal facility with intent to disrupt operations,15587
LB857,Larson,Indefinitely postponed,Provide for repayment of certain grants from the Nebraska Environmental Trust Fund as prescribed,15682
LB858,Avery,Passed,Change requirements and exceptions for certain state contracts ,15552
LB859,Avery,Indefinitely postponed,Provide funding for renovation of Centennial Mall,15648
LB860,Hansen,Passed,Change qualification and training requirements for truth and deception examiners,15670
LB861,Cornett,Passed,Change hours of sale provisions under the Nebraska Liquor Control Act,15532
LB862,Coash,Passed,Change the salary of Supreme Court judges,15865
LB862A,Ashford,Passed,Appropriation Bill,16299
LB863,Coash,Passed,Include film production under the Local Option Municipal Economic Development Act,15772
LB864,McGill,Indefinitely postponed,Change bond recording duties of city clerks and city treasurers,15691
LB865,McGill,Passed,Authorize the voluntary waiver of compensation by jurors,15867
LB866,Haar,Indefinitely postponed,Adopt the Nebraska Fair Employment Opportunity Act,15117
LB867,Karpisek,Passed,Change employer contribution provisions under certain county retirement plans,15472
LB868,Urban Affairs Committee,Indefinitely postponed,Authorize a city of the first class to adopt a biennial budget,15690
LB869,Janssen,Passed,Change provisions relating to the State Athletic Commissioner and change membership of the Athletic Advisory Committee,15550
LB870,Adams,Passed,"Provide, change, and eliminate school accountability assessment provisions and provide for career academies",15566
LB871,Gloor,Passed,Provide for policies on financial eligibility and schedules of fees and copays under the Nebraska Behavioral Health Services Act,15267
LB872,Hadley,Passed,Change provisions relating to apportionment of income between states ,15781
LB873,Schilz,Passed,Extend sunset of the Petroleum Release Remedial Action Cash Fund,15841
LB874,Howard,Indefinitely postponed,Change foster care licensure provisions,15798
LB875,Howard,Indefinitely postponed,Prohibit driving while using wireless communication devices in school crossing zones and construction zones,15216
LB876,Wallman,Indefinitely postponed,"Change insurance policy, subscriber contract, and other policy provisions relating to mammography",15264
LB877,Wallman,Indefinitely postponed,Require disclosure of hydraulic fracturing treatment information,15637
LB878,Wallman,Passed,"Change election calendar, vacancy, ballot, and counting machine provisions",15658
LB879,Pahls,Passed,Change a security requirement for depositories of public funds,15452
LB880,Pahls,Passed,Provide duties relating to reducing costs and adopting modern methods of state and local records management,15335
LB881,Coash,Passed,Change medical services payment provisions relating to jails and correctional facilities,15142
LB882,Nordquist,Passed,Require certain cancer treatment insurance coverage,15549
LB883,Cook,Indefinitely postponed,Provide for contributions to the Nebraska educational savings plan trust from income tax refunds,15794
LB884,Sullivan,Indefinitely postponed,Create the Agricultural Literacy Task Force,15775
LB885,Haar,Indefinitely postponed,Provide powers and duties to the state building division relating to the energy efficiency of state facilities,15478
LB886,Schumacher,Passed,Change provisions relating to trademarks and trade names,15653
LB887,Pahls,Passed,Change provisions relating to insurance,15189
LB888,Cornett,Indefinitely postponed,Adopt the Historic Property Restoration and Reuse Act and authorize an income tax credit,15389
LB889,Avery,Indefinitely postponed,"Change provisions relating to rates, fares, and certificates of convenience and necessity for taxicabs",15864
LB890,Pirsch,Passed,Provide for the electronic transmission of notice under the Nebraska Nonprofit Corporation Act,15652
LB891,Nordquist,Indefinitely postponed,Provide for a medicaid waiver to provide coverage for certain low-income HIV-infected individuals,15468
LB891A,Nordquist,Indefinitely postponed,Appropriation Bill,17469
LB892,McGill,Indefinitely postponed,Provide for credentialing military applicants and spouses under the Uniform Credentialing Act,15685
LB893,McGill,Indefinitely postponed,Provide for Nebraska Armed Forces Pride Plates and distribution of fees,15594
LB894,McGill,Indefinitely postponed,Provide for issuance of certain license plates to spouses of veterans,15605
LB895,McGill,Indefinitely postponed,Provide for teacher certification for military spouses,15750
LB896,Fischer,Passed,Change motor vehicle industry regulations,15593
LB897,Pahls,Passed,Change provisions relating to the completion of tax lists,15860
LB898,Fischer,Passed,"Redefine minitruck for vehicle titling, registration, and insurance statutes and rules of the road",15696
LB899,Lathrop,Passed,Provide procedures for a legal separation decree and change parenting plan hearing requirements,15733
LB900,Lathrop,Indefinitely postponed,Require a report concerning individuals in need of multiple division services from the Department of Health and Human Services,15810
LB901,Lathrop,Indefinitely postponed,Designate funds to be used for services for persons with developmental disabilities,15232
LB902,Harr,Passed,Redefine a term relating to property tax exemptions and change provisions relating to a sales tax exemption for purchases by the state or a governmental unit,15704
LB903,Cornett,Indefinitely postponed,Exempt youth sports from sales and use tax,15739
LB904,Gloor,Passed,Change Vital Statistics Act reporting requirements for annulments and dissolutions of marriage,15771
LB905,Carlson,Passed,Change the Nebraska Wheat Resources Act,15487
LB905A,Carlson,Passed,Appropriation Bill,16948
LB906,Wallman,Indefinitely postponed,Change death benefits under the Nebraska Workers' Compensation Act,15816
LB907,Carlson,Passed,Change provisions relating to agricultural tractor permitting and a sales tax exemption,15610
LB908,Lautenbaugh,Indefinitely postponed,Change the disposition of indigent defense court fees,15832
LB909,Lautenbaugh,Indefinitely postponed,Provide an employer defense under the Nebraska Workers' Compensation Act,15757
LB910,Lautenbaugh,Indefinitely postponed,"Define ""certified traffic personnel"" and authorize their use at special events",15855
LB911,Lathrop,Passed,Clarify use of a fund under the Employment Security Law,15729
LB912,McCoy,Indefinitely postponed,Provide requirements for local laws regulating discrimination,15689
LB913,Adams,Indefinitely postponed,Change base limitation provisions and certain dates relating to the Tax Equity and Educational Opportunities Support Act,15899
LB914,McGill,Indefinitely postponed,Change provisions relating to reductions in sex offender registration periods,15119
LB915,Larson,Indefinitely postponed,Change provisions relating to animal cruelty and create the offense of obtaining employment at an animal facility with intent to disrupt operations,15926
LB916,Nebraska Retirement Systems Committee,Passed,Change provisions relating to retirement,15768
LB917,Cornett,Indefinitely postponed,Change truancy provisions for absences relating to military employment activities,15829
LB918,Cornett,Indefinitely postponed,Change provisions of the Community Development Law ,15738
LB919,Schilz,Indefinitely postponed,"Change court fees, sheriff's fees, and handgun certificate fees",15887
LB920,McGill,Indefinitely postponed,Change harassment protection order and domestic abuse protection order provisions,15686
LB921,Harr,Indefinitely postponed,Change provisions relating to metropolitan utilities districts,15564
LB922,Mello,Indefinitely postponed,Change provisions relating to vehicle load contents and spillage ,15423
LB923,Mello,Indefinitely postponed,Adopt the Nebraska Buy American Act,15444
LB924,Mello,Indefinitely postponed,Change the Nebraska Redevelopment Act,15443
LB925,Fischer,Indefinitely postponed,"Provide duties for the Department of Health and Human Services relating to contracts with providers under Budget Program No. 514, Health Aid",15873
LB926,Dubas,Indefinitely postponed,Provide for a minimum base rate for foster care payments,15466
LB927,Louden,Indefinitely postponed,Authorize cattle brands as official identification as prescribed,15753
LB928,Louden,Passed,Provide for mountain lion hunting permits and a deer donation program,15917
LB928A,Langemeier,Passed,Appropriation Bill,17565
LB929,McGill,Indefinitely postponed,Provide a membership requirement for State Foster Care Review Board members,15122
LB930,Brasch,Indefinitely postponed,Allow operation of golf car vehicles on highways as prescribed,15803
LB931,Karpisek,Indefinitely postponed,Change provisions relating to flood protection and water quality enhancement bonds,15852
LB932,Krist,Indefinitely postponed,Provide voting rights for residents of sanitary and improvement districts,15553
LB933,Ashford,Passed,Change provisions relating to truancy,15944
LB934,Karpisek,Indefinitely postponed,Provide for appointment of all election commissioners by the county board,15856
LB935,Smith,Indefinitely postponed,Change grandparent child visitation provisions to person with a legitimate interest,15488
LB936,Karpisek,Passed,Change provisions relating to termination of the township board,15854
LB937,Smith,Indefinitely postponed,Regulate dealers in the business of buying and reselling precious items,15340
LB938,Nelson,Indefinitely postponed,Require a uniform reimbursement rate for adult day services,15683
LB939,Harr,Indefinitely postponed,Change certain notice provisions for conservators,15912
LB940,Harr,Indefinitely postponed,Change provisions relating to guardians ad litem in adoption proceedings,15906
LB941,Smith,Passed,Change restrictions on disposition of pawned and secondhand goods,15826
LB942,McCoy,Passed,Change certain notice provisions under the Nebraska Uniform Limited Liability Company Act,15213
LB943,McCoy,Passed,Adopt the Insured Homeowners Protection Act,15835
LB944,McCoy,Indefinitely postponed,Prohibit campaign expenditures for personal services of elective officeholders,15932
LB945,Haar,Indefinitely postponed,Require licensees under the Child Care Licensing Act to provide proof of radon levels at child care locations,15477
LB946,Adams,Passed,Adopt the Community College Aid Act,15616
LB947,Hadley,Indefinitely postponed,Change averaging adjustment and a certification date under the Tax Equity and Educational Opportunities Support Act,15600
LB948,Lambert,Indefinitely postponed,Change provisions and a penalty relating to intimidation by telephone call,15925
LB949,Legislative Performance Audit Committee,Passed,Require reports and a strategic plan by the Division of Children and Family Services of the Department of Health and Human Services,15459
LB949A,Harms,Passed,Appropriation Bill,17208
LB950,Christensen,Passed,Provide for transfers of funds to the Water Resources Cash Fund,15853
LB950A,Christensen,Passed,Appropriation Bill,16763
LB951,Harr,Indefinitely postponed,Provide for assault with a bodily fluid against a first responder,15902
LB952,Nordquist,Indefinitely postponed,Change appropriation provisions relating to the medical assistance program,15934
LB953,Fulton,Indefinitely postponed,Create state fleet card programs and a fund,15911
LB954,Fulton,Indefinitely postponed,Change provisions of the college savings plan,15786
LB955,Nordquist,Indefinitely postponed,Appropriate funds to the Department of Economic Development,15956
LB956,Ashford,Indefinitely postponed,Authorize an increase in city sales tax rates,15725
LB957,Health and Human Services Committee,Indefinitely postponed,Adopt the Office of Inspector General for Nebraska Child Welfare Act,15462
LB958,Howard,Indefinitely postponed,Provide for appropriations to the Nursing Faculty Student Loan Act ,15901
LB959,Janssen,Passed,Provide immunity to employers for job references,15551
LB960,Heidemann,Indefinitely postponed,To state intent relating to certain transfers of funds,15871
LB961,Health and Human Services Committee,Passed,"Change provisions relating to case management, caseloads, contracts, and contract extensions for child welfare services",15910
LB962,Pahls,Passed,Change provisions relating to tax expenditure reporting and name the Tax Rate Review Committee,15662
LB963,Pahls,Passed,Change provisions relating to banking and finance,15680
LB964,Pahls,Indefinitely postponed,Adopt the Nebraska Money Transmitters Act,15194
LB965,Pahls,Passed,"Change provisions relating to the Nebraska Installment Sales Act, the Residential Mortgage Licensing Act, and the Nebraska Installment Loan Act",15530
LB966,Karpisek,Indefinitely postponed,Change vote canvassing procedures,15916
LB967,Schumacher,Indefinitely postponed,Change an interest rate relating to delinquent taxes and special assessments,15575
LB968,Speaker Flood,Passed,Provide for deficit appropriations,15630
LB969,Speaker Flood,Passed,Provide for fund transfers and change provisions relating to various funds,15631
LB970,Cornett,Passed,"Change income tax rates, brackets, and determinations",15909
LB971,Harms,Indefinitely postponed,Merge the Department of Labor into the Department of Economic Development,15657
LB972,Ashford,Passed,Change provisions relating to  youth rehabilitation and treatment centers ,15548
LB973,Coash,Indefinitely postponed,Provide for the use of retirement benefits to pay civil damages,15129
LB974,Pirsch,Indefinitely postponed,Change the income tax rate,16011
LB975,Smith,Indefinitely postponed,Adopt the Fair Bidding Act,15150
LB976,Nordquist,Indefinitely postponed,Exempt social security benefits from state income taxation,15954
LB977,Mello,Indefinitely postponed,Adopt the Property Tax Relief Act,15175
LB978,Karpisek,Indefinitely postponed,Prohibit sales of alcohol or beer for consumption off the premises at less than cost ,15879
LB979,Lambert,Passed,Change licensure provisions under the Nebraska Pickle Card Lottery Act,15702
LB980,Ashford,Indefinitely postponed,Change provisions relating to an adjustment to income for certain capital gains and extraordinary dividends,15977
LB981,Ashford,Indefinitely postponed,Appropriate funds for renovation of certain living units at the Youth Rehabilitation and Treatment Center-Kearney,15972
LB982,Harr,Indefinitely postponed,Provide for the removal of improper or fraudulent liens,15571
LB983,Cornett,Passed,Change provisions relating to a research tax credit,15929
LB984,Krist,Indefinitely postponed,Increase requirements for uninsured and underinsured motor vehicle liability coverage,15818
LB985,Krist,Passed,Provide for a juvenile justice pilot program,15968
LB985A,Krist,Passed,Appropriation Bill,16684
LB986,Dubas,Indefinitely postponed,Exempt repair or replacement parts for commercial agricultural machinery and equipment from sales and use tax,15978
LB987,Karpisek,Indefinitely postponed,Create the Liquor Control Enforcement Division within the Nebraska Liquor Control Act,15168
LB988,Howard,Indefinitely postponed,Provide a rate of payment for certain medical services in emergency protective custody situations,15974
LB989,Haar,Indefinitely postponed,Allow exceptions to property tax levy limitations and school district budget authority for 21st Century Community Learning Centers,15813
LB990,Fulton,Indefinitely postponed,Change flag display provisions for schools and require recitation of the Pledge of Allegiance ,15108
LB991,Krist,Indefinitely postponed,Provide for a study relating to countywide school districts,15979
LB992,Fulton,Indefinitely postponed,Prohibit the presence of minors on premises of certain liquor licensees and provide a penalty,15789
LB993,Ashford,Passed,Change provisions relating to child abuse and neglect teams and child advocacy centers,15636
LB993A,Ashford,Passed,Appropriation Bill,16730
LB994,Heidemann,Indefinitely postponed,"Create the State Colleges 
Sport Facilities Cash Fund and provide for transfers to the fund",15987
LB995,Heidemann,Passed,Change provisions relating to county medical facilities and public hospitals,15903
LB996,Wightman,Passed,Change provisions relating to compulsory attendance,15183
LB997,Wightman,Passed,Change provisions relating to high voltage conductor safety,15878
LB998,Krist,Passed,Create the Foster Care Review Office and eliminate the State Foster Care Review Board,15992
LB998A,Krist,Passed,Appropriation Bill,17560
LB999,Price,Indefinitely postponed,Authorize the display of an honor and remember flag at public buildings,15206
LB1000,McGill,Indefinitely postponed,Change certain marriage related fees,15928
LB1001,McGill,Passed,Eliminate provisions relating to the state building code ,15848
LB1002,Sullivan,Indefinitely postponed,Change long-term care bed moratorium provisions,15945
LB1003,Schumacher,Indefinitely postponed,Change motor vehicle liability insurance and financial responsibility requirements,15958
LB1004,Schumacher,Indefinitely postponed,Authorize credit unions to receive deposits of public funds,15993
LB1005,Lambert,Passed,Include state emergency response teams under the Volunteer Emergency Responders Job Protection Act,15692
LB1006,Fulton,Indefinitely postponed,Change bidding provisions relating to vendors who are blind or visually impaired,15951
