Document,Primary Introducer,Status,Description,Document ID
LB700,Kolterman,Indefinitely postponed,Change provisions relating to the state investment officer and investment and management of the University Trust Fund,34044
LB701,Kolterman,Passed,Provide for telehealth practice by physicians and physician assistants,34470
LB702,Kolterman,Passed,Change provisions relating to children's health care coverage and Title IV-D child support order modification procedures,34075
LB703,Kolterman,Indefinitely postponed,Provide a licensure exemption for visiting athletic team physicians as prescribed,33994
LB704,Kolterman,Indefinitely postponed,Change provisions relating to foreign medical graduates,33927
LB705,Kolterman,Indefinitely postponed,Change licensure requirements for estheticians and esthetician instructors,34343
LB706,Kolterman,Indefinitely postponed,Eliminate certain requirements for electrology licensure,34337
LB707,Kolterman,Indefinitely postponed,Change provisions of the Uniform Standard Code for Manufactured Homes and Recreational Vehicles by eliminating applicability and references to manufactured homes and renaming the code,34051
LB708,Bolz,Passed,Change provisions relating to juvenile court bridge orders,34254
LB709,Baker,Indefinitely postponed,Change provisions relating to city and village plumbing boards and change a penalty,34295
LB710,Baker,Passed,Change provisions relating to civil claims of four thousand dollars or less,33910
LB711,Baker,Indefinitely postponed,Change requirements for use of occupant protection systems,33852
LB712,Albrecht,Indefinitely postponed,Require drug testing for certain applicants and recipients of unemployment benefits,33971
LB713,Erdman,Indefinitely postponed,Change compensation of members of the Nebraska Oil and Gas Conservation Commission,33974
LB714,Howard,Passed,Provide a procedure for judicial emancipation of a minor,34196
LB715,Howard,Indefinitely postponed,State intent relating to appropriations to local public health departments,34276
LB716,Howard,Indefinitely postponed,Appropriate funds to the Department of Correctional Services,34345
LB717,Howard,Passed,Change training requirements under the Quality Child Care Act,34204
LB718,Halloran,Indefinitely postponed,Adopt the Higher Education Free Speech Accountability Act,34335
LB719,Wayne,Indefinitely postponed,Eliminate the authority of cities of the second class and villages to make loans to students,33904
LB720,Wayne,Indefinitely postponed,Change applicability provisions for building codes,33846
LB721,Wayne,Indefinitely postponed,Remove a prohibition to regulate wireless telecommunications service by the Public Service Commission,33888
LB722,Wayne,Indefinitely postponed,Provide a renewable energy electric power generation requirement for certain public power and irrigation districts,33887
LB723,Wayne,Indefinitely postponed,Change net metering provisions by redefining qualified facility and increasing the rated capacity limit as prescribed,34373
LB724,Wayne,Passed,"Provide for segregation of keno funds, electronic fund transfers, and deposit of gross proceeds by a sales outlet location as prescribed",34037
LB725,Wayne,Indefinitely postponed,Change requirements of the Prompt Payment Act,34146
LB726,Wayne,Indefinitely postponed,Require insurance coverage for in vitro fertilization procedures,34112
LB727,Wayne,Indefinitely postponed,Provide for appropriations to the Nebraska State Historical Society,33889
LB728,Wayne,Indefinitely postponed,Change individual income tax brackets and rates,33886
LB729,Wayne,Passed,Allow certain claims arising out of misrepresentation or deceit under the State Tort Claims Act,33899
LB730,Wayne,Indefinitely postponed,Adopt the Ammunition Excise Tax Act,33998
LB731,Williams,Passed,"Change provisions relating to physical therapy, respiratory care, and the Cosmetology, Electrology, Esthetics, Nail Technology, and Body Art Practice Act, provide for mobile salons and remote dispensing pharmacies, and adopt the Physical Therapy Licensure Compact",34300
LB731A,Williams,Passed,Appropriation Bill,36248
LB732,Riepe,Passed,Change reporting dates for the Nebraska Children's Commission and committees appointed by the commission,34450
LB733,Thibodeau,Passed,Change provisions relating to licenses of county highway and city street superintendents,33991
LB734,Scheer,Indefinitely postponed,Change provisions relating to special designated licenses under the Nebraska Liquor Control Act,34400
LB735,Blood,Indefinitely postponed,Provide for interlocal agreements regarding nuisances,34417
LB736,Lindstrom,Indefinitely postponed,Change real estate agent duties with respect to certain written disclosures,34351
LB737,Lindstrom,Indefinitely postponed,Adopt the First Responder Education Act,34008
LB738,Lindstrom,Passed,Change revenue and taxation provisions relating to an adjustment to income for social security benefits,34261
LB738A,Lindstrom,Passed,Appropriation Bill,36155
LB739,Lindstrom,Indefinitely postponed,Change the Sports Arena Facility Financing Assistance Act,33893
LB740,Lindstrom,Indefinitely postponed,Provide for registration and licensing of metropolitan utilities district motor vehicles and trailers as prescribed,33949
LB741,Lindstrom,Passed,Change provisions relating to real property appraisers,33848
LB742,Lindstrom,Passed,Change provisions relating to noncompete agreements under the Franchise Practices Act,33868
LB743,Lindstrom,Passed,"Adopt the Public Adjusters Licensing Act, redefine insurance consultant, change prelicensing and continuing education requirements for licensees, change insurance producer requirements under the Nebraska Protection in Annuity Transactions Act, and change provisions under the Insured Homeowners Protection Act",34133
LB744,Executive Board,Passed,Adopt the Legislative Qualifications and Election Contests Act,34047
LB745,Watermeier,Passed,Require notice relating to certain refunds of local sales and use taxes,34256
LB746,Watermeier,Indefinitely postponed,Change provisions regulating the use of the State Capitol and capitol grounds,33853
LB747,Thibodeau,Indefinitely postponed,Provide for bottle clubs under the Nebraska Liquor Control Act,34090
LB748,Hansen,Indefinitely postponed,"Change provisions relating to determination of municipality population thresholds and references to cities, villages, and governing bodies",33969
LB749,Williams,Passed,Change provisions relating to recording and filing fees,34321
LB750,Williams,Passed,"Change provisions relating to mortgage licensing, recording of real property instruments, and rights and duties of secured creditors",34286
LB751,Legislative Performance Audit Committee,Passed,Change agency duties with respect to adoption of rules and regulations,34315
LB752,Brewer,Indefinitely postponed,Limit the authority of certain political subdivisions to acquire rights-of-way,33993
LB753,Brewer,Indefinitely postponed,Provide for tuition waivers for National Guard members,34227
LB754,Brewer,Indefinitely postponed,Authorize purchase of state park permits while registering a motor vehicle online,34225
LB755,Brewer,Indefinitely postponed,Change rules for operation of all-terrain vehicles and utility-type vehicles,34316
LB756,Morfeld,Indefinitely postponed,Prohibit ordinances prohibiting certain short-term rentals of residential property,33983
LB757,Morfeld,Passed,Change provisions of the Credit Report Protection Act and the Financial Data Protection and Consumer Notification of Data Security Breach Act of 2006,33987
LB758,Hughes,Passed,Provide for voluntary payments in lieu of taxes on water augmentation project lands as prescribed,34459
LB759,Hughes,Indefinitely postponed,Eliminate a sales and use tax exemption relating to zoos and aquariums,34093
LB760,Hughes,Passed,Change the Volunteer Emergency Responders Incentive Act,33897
LB761,Hughes,Indefinitely postponed,Change compensation provisions relating to the Nebraska Oil and Gas Conservation Commission,34050
LB762,Hughes,Indefinitely postponed,Change a date for certain scrap tire recycling grants,33895
LB763,Harr,Indefinitely postponed,Prohibit obstruction of a public power district employee,34156
LB764,Crawford,Indefinitely postponed,Exempt certain operations from the definition of a food establishment under the Nebraska Pure Food Act,34066
LB765,Urban Affairs Committee,Indefinitely postponed,Change provisions relating to cities of the first class as prescribed,33849
LB766,Brasch,Passed,Change provisions relating to division fences,34150
LB767,Quick,Indefinitely postponed,Adopt changes to the state building code,34140
LB768,Quick,Indefinitely postponed,Redefine economic development program to include early childhood infrastructure development for cities of the first and second class and villages,34122
LB769,Quick,Indefinitely postponed,Adopt the Midwest Interstate Passenger Rail Compact,33905
LB770,McCollister,Indefinitely postponed,Change provisions relating to the Supplemental Nutrition Assistance Program,34045
LB771,Walz,Indefinitely postponed,Adopt the Child Hunger and Workforce Readiness Act,34239
LB772,Walz,Indefinitely postponed,Change provisions relating to agricultural land that receives special valuation,34328
LB773,Clements,Passed,Change provisions relating to prohibited uses of scanning devices and encoding machines and intimidation by telephone call and prohibit intimidation by electronic communication,34381
LB774,Pansing Brooks,Indefinitely postponed,Change peace officers' duties regarding encounters with certain juveniles,34360
LB775,Stinner,Passed,Adopt the State Park System Construction Alternatives Act,34199
LB776,McCollister,Passed,Change provisions relating to powers and duties of the Jail Standards Board and provide requirements for inmate access to telephone or videoconferencing systems in county and city jails,34129
LB777,Howard,Indefinitely postponed,Provide requirements for filling legislative vacancies,34111
LB778,Groene,Indefinitely postponed,Require voter approval for school district building fund levies,33995
LB779,Groene,Indefinitely postponed,Change provisions relating to learning communities,34145
LB780,Pansing Brooks,Indefinitely postponed,"Prohibit manufacture, import, transfer, and possession of multiburst trigger activators and firearm silencers",33953
LB781,Pansing Brooks,Indefinitely postponed,Change penalties for certain felonies committed by persons under nineteen years of age,34180
LB782,Pansing Brooks,Indefinitely postponed,Change intimidation by telephone call provisions and provide for intimidation by electronic communication,34166
LB783,Vargas,Indefinitely postponed,"Define ""educational interpreter"" for purposes of students eligible for special education as prescribed",34423
LB784,Vargas,Indefinitely postponed,Change the Employee Classification Act to prohibit contractors with unpaid fines from contracting with the state or political subdivisions,34258
LB785,Vargas,Indefinitely postponed,Change terminology related to marriage,34297
LB786,Vargas,Passed,Change terminology related to county government,34298
LB787,Krist,Indefinitely postponed,Change income determination provisions relating to the Medical Assistance Act,34273
LB788,Riepe,Indefinitely postponed,Require continuing education for health care professionals regarding opiate prescriptions,34388
LB789,Ebke,Indefinitely postponed,Eliminate the marijuana and controlled substances tax,33968
LB790,Ebke,Indefinitely postponed,Provide for licensure of mobile cosmetology and nail technology salons,34212
LB791,Ebke,Passed,Add and change provisions relating to employment of law enforcement officers and reports of sexual harassment,34366
LB791A,Ebke,Indefinitely postponed,Appropriation Bill,36563
LB792,Ebke,Indefinitely postponed,"Change powers and duties of the Nebraska State Patrol, law enforcement agencies, the executive director of the Nebraska Commission on Law Enforcement and Criminal Justice, and the Attorney General",34372
LB793,Riepe,Passed,Eliminate provisions relating to aging and disability resource centers and developmental disabilities services and transfer and appropriate funds,34221
LB794,Riepe,Indefinitely postponed,"Change operating requirements regarding intoxicating beverages in cosmetology, esthetics, and nail technology salons",34341
LB795,McDonnell,Indefinitely postponed,Provide for an acknowledgment of maternity,34028
LB796,McDonnell,Indefinitely postponed,Change allocation of the fee for an ignition interlock permit as prescribed,34168
LB797,McDonnell,Indefinitely postponed,Change penalties for second and third degree arson,34076
LB798,McDonnell,Indefinitely postponed,Provide a sales and use tax exemption for feminine hygiene products,34055
LB799,Kolterman,Passed,Modify deadlines and sanctions in the Surplus Lines Insurance Act,34114
LB800,Walz,Indefinitely postponed,Provide and change strategic plan requirements for services for qualified persons with disabilities,34431
LB801,Stinner,Indefinitely postponed,Adopt the Panhandle Beginnings Act to provide certain services to school-age children,34223
LB802,Stinner,Indefinitely postponed,Create the Nebraska Tourism Commission Promotional Cash Fund and provide for its use,34220
LB803,Stinner,Passed,Change certain permit and certificate requirements relating to prekindergarten programs,34267
LB804,Brasch,Indefinitely postponed,Include elementary and secondary schools in the Nebraska educational savings plan trust and change tax benefits,34367
LB805,Brasch,Withdrawn,Provide an annual reporting requirement under the Nebraska Potato Development Act and eliminate obsolete provisions,34393
LB806,Kuehn,Indefinitely postponed,Change the Conveyance Safety Act,33972
LB807,Harr,Passed,Provide for replacement of statues in the United States Capitol,33992
LB807A,Harr,Passed,Appropriation Bill,36559
LB808,Harr,Indefinitely postponed,Change provisions relating to community gardens and seed libraries,33842
LB809,Harr,Indefinitely postponed,Prohibit charging members of the Legislature fees for public record requests,34219
LB810,Harr,Withdrawn,Change provisions of State Tort Claims Act relating to certain claims arising out of misrepresentation or deceit by the Department of Health and Human Services,34035
LB811,Lindstrom,Indefinitely postponed,Change prohibited uses of scanning devices and encoding machines,34026
LB812,Lindstrom,Passed,"Adopt federal banking provisions, revise powers of certain state-chartered financial institutions, and eliminate obsolete provisions",34169
LB813,Lindstrom,Indefinitely postponed,Redefine terms and adopt certain federal provisions relating to the Securities Act of Nebraska,34170
LB814,Schumacher,Indefinitely postponed,Provide a procedure to resolve protests of government service contract procurement decisions,34398
LB815,Schumacher,Passed,Provide regulatory authority regarding reinsurance ,34115
LB816,Chambers,Indefinitely postponed,Designate Nebraska State Patrol as agency to investigate criminal activity within Department of Correctional Services correctional facilities,34210
LB817,Chambers,Indefinitely postponed,Change provisions regarding funds of candidate committees,33976
LB818,Chambers,Indefinitely postponed,Change powers and duties relating to the Jail Standards Board,34013
LB819,Hughes,Indefinitely postponed,Provide additional uses for the Inmate Welfare and Club Accounts Fund,34176
LB820,Hughes,Indefinitely postponed,Change provisions relating to privately developed renewable energy generation facilities,34158
LB821,Hughes,Withdrawn,Change provisions relating to assessments by the Nebraska Power Review Board,34159
LB822,Hughes,Indefinitely postponed,Change provisions relating to the Department of Natural Resources,34411
LB823,Hughes,Withdrawn,Change definition of employment under Employment Security Law,34152
LB824,Morfeld,Indefinitely postponed,Change provisions relating to the taxation of benefits received under the federal Social Security Act,34475
LB825,Brewer,Indefinitely postponed,Change provisions relating to budgets and public hearing notice for certain governmental entities,34085
LB826,Vargas,Indefinitely postponed,Provide for jurisdiction to make factual findings under the Uniform Child Custody Jurisdiction and Enforcement Act,34501
LB827,Lowe,Passed,Provide for disposition of property of members of veterans' homes and change state personnel system exemptions for the Department of Veterans' Affairs,34181
LB828,Lowe,Indefinitely postponed,Adopt the Empowerment Savings Account Act,34185
LB829,Erdman,Indefinitely postponed,Adopt the Property Tax Relief Act,34299
LB830,Vargas,Indefinitely postponed,"Change license application, prohibited acts, and franchise restriction provisions under the Motor Vehicle Industry Regulation Act",34422
LB831,Wayne,Indefinitely postponed,Provide annual salary limitations for elected officials of political subdivisions,34279
LB832,Wayne,Indefinitely postponed,Change definition of marijuana under the Uniform Controlled Substances Act,34222
LB833,McCollister,Indefinitely postponed,Change provisions relating to petroleum products liens,34291
LB834,Howard,Indefinitely postponed,Provide for waiver of certain occupational and licensing fees as prescribed,34063
LB835,Howard,Indefinitely postponed,Provide for independent audits and reviews under the Nebraska Behavioral Health Services Act,34104
LB836,Howard,Indefinitely postponed,Provide for minors' consent to certain mental health services as prescribed,34467
LB837,Howard,Indefinitely postponed,Require applications for medicaid waivers be submitted to the Health and Human Services Committee of the Legislature,34117
LB838,Wishart,Indefinitely postponed,Change provisions relating to the Indoor Tanning Facility Act,34069
LB839,Crawford,Indefinitely postponed,Require reporting regarding electioneering communication under the Nebraska Political Accountability and Disclosure Act,33932
LB840,Riepe,Passed,Change reporting requirements for the Foster Care Review Office,34387
LB841,Pansing Brooks,Passed,Change provisions relating to parole administration and correctional services,34099
LB842,Pansing Brooks,Indefinitely postponed,Change provisions relating to certain minimum sentences,34030
LB843,Pansing Brooks,Indefinitely postponed,Provide protections for employees' wage disclosures,34201
LB844,Crawford,Indefinitely postponed,Adopt the Healthy and Safe Families and Workplaces Act,34244
LB845,Briese,Passed,Change provisions relating to court proceedings involving family members,34061
LB846,Briese,Indefinitely postponed,Change provisions relating to findings and the enforceability of certain agreements under the Community Development Law,34143
LB847,Ebke,Passed,Change provisions relating to waiver of certain testamentary rights of surviving spouses,34004
LB848,Ebke,Passed,Correct a provision relating to possession of a deadly weapon by a prohibited person,34494
LB849,Ebke,Indefinitely postponed,Provide procedure for return of handguns temporarily taken into possession by law enforcement under Concealed Handgun Permit Act,34463
LB850,Linehan,Indefinitely postponed,Require disclosure of the anticipated cost to a political subdivision to pay off its bonds,33915
LB851,Linehan,Indefinitely postponed,Limit superintendent and educational service unit administrator compensation,33906
LB852,Bolz,Indefinitely postponed,Provide for medical release of and additional rehabilitative options for committed offenders and allow the use of certain funds for peer and family support programs,34350
LB853,Bolz,Indefinitely postponed,Authorize certain Department of Correctional Services contracts,34333
LB854,Quick,Indefinitely postponed,Expand the number of municipalities which may create a land bank and change land bank powers and board requirements,34329
LB855,Lindstrom,Indefinitely postponed,"Change Security, Privacy, and Dissemination of Criminal History Information Act provisions to provide for charges or offenses that have been pardoned",34068
LB856,Morfeld,Indefinitely postponed,"Adopt the Internet Neutrality Act, change communications provider requirements under the Nebraska Telecommunications Regulation Act, and change financial assistance provisions relating to the Nebraska Internet Enhancement Fund",34311
LB857,Morfeld,Indefinitely postponed,Adopt the Campus Confidentiality Act,34162
LB858,Hansen,Indefinitely postponed,Provide annual adjustments for total disability income benefits under the Nebraska Workers' Compensation Act,34107
LB859,Hansen,Passed,Change records relating to employee deaths which may be withheld from the public,34096
LB860,Friesen,Indefinitely postponed,Provide for compensation for motor vehicle dealers affected by recalls and stop-sale orders ,34029
LB861,Watermeier,Passed,Authorize claims to the state for certain costs relating to correctional incident prosecutions as prescribed,34272
LB862,Howard,Indefinitely postponed,Adopt the Prescription Drug Cost Transparency Act,34071
LB863,Howard,Indefinitely postponed,Add grounds for termination of parental rights,34215
LB864,Walz,Indefinitely postponed,Designate funds appropriated to the Department of Health and Human Services for state aid,34472
LB865,Crawford,Passed,Change provisions relating to passage of ordinances by cities and villages,34498
LB866,Crawford,Indefinitely postponed,"Change provisions relating to rules, regulations, and waivers under the Medical Assistance Act ",34432
LB867,Crawford,Indefinitely postponed,Change provisions regarding managed care,34395
LB868,Pansing Brooks,Indefinitely postponed,Change parole provisions relating to deferment and structured programming,34522
LB869,Pansing Brooks,Indefinitely postponed,Change provisions relating to sealing of juvenile records,34365
LB870,Pansing Brooks,Indefinitely postponed,Provide for room confinement for juveniles as prescribed ,33867
LB871,Wishart,Indefinitely postponed,Appropriate funds to the Department of Correctional Services,33956
LB872,Harr,Indefinitely postponed,Change provisions relating to appeals by prosecutors,34214
LB873,Urban Affairs Committee,Governor Veto,"Change provisions relating to cities of particular classes and villages, correct and include references as prescribed, eliminate obsolete provisions and repeal definitions, provide for interlocal nuisance agreements, to determine population thresholds, redefine certain economic development programs, authorize creation of additional land banks, change comprehensive plans for an early childhood element, authorize short-term rentals, and change provisions relating to the official state slogan and symbol",33944
LB874,Urban Affairs Committee,Passed,Change the Community Development Law,34010
LB875,Bolz,Indefinitely postponed,Change sentencing provisions for crimes committed by persons under the age of eighteen,34237
LB876,Kolowski,Indefinitely postponed,Change special education reimbursements,34025
LB877,Kolowski,Indefinitely postponed,Change provisions related to early childhood education in the Tax Equity and Educational Opportunities Support Act,34155
LB878,Ebke,Indefinitely postponed,Provide requirements for testimony by jailhouse informants,34070
LB879,Ebke,Indefinitely postponed,Provide for a parenting time summary report,34067
LB880,Hansen,Indefinitely postponed,Provide for an early childhood element in a comprehensive plan developed by a city,34123
LB881,Schumacher,Indefinitely postponed,Change inheritance tax provisions relating to life insurance proceeds,34000
LB882,Schumacher,Indefinitely postponed,Change provisions relating to certain inheritance tax proceedings,34001
LB883,Harr,Indefinitely postponed,Provide for appointment of independent counsel to prosecute crimes by state officials or employees and change powers and duties of the Attorney General,34080
LB884,Harr,Indefinitely postponed,Change and eliminate provisions relating to county sales and use taxes,34127
LB885,Harr,Passed,Change provisions relating to property tax protests,34019
LB886,Morfeld,Indefinitely postponed,Protect student journalists' and student media advisers' rights of and freedom of speech and of the press,33930
LB887,Murante,Indefinitely postponed,Clarify requirements for exceeding budget limitations under the Nebraska Budget Act,34489
LB888,Wayne,Indefinitely postponed,Require schools to post the child abuse and neglect toll-free telephone number,34511
LB889,Wayne,Passed,Provide and eliminate duties relating to fire codes,33965
LB890,Wayne,Indefinitely postponed,Provide for a fee examination and report relating to the State Fire Marshal,34437
LB891,Pansing Brooks,Indefinitely postponed,Prohibit discrimination in the provision of services as prescribed under the Psychology Practice Act,34334
LB892,Howard,Indefinitely postponed,Prohibit restraining animals in the event of certain natural or manmade disasters or severe weather events as prescribed,34072
LB893,Wishart,Indefinitely postponed,Change seller disclosure statement requirements and provide for restrictions and duties on pet shop owners under the Dog and Cat Purchase Protection Act,34131
LB894,Crawford,Indefinitely postponed,Adopt the EMS Personnel Licensure Interstate Compact,34052
LB894A,Blood,Indefinitely postponed,Appropriation Bill,36027
LB895,Geist,Indefinitely postponed,Change lien and flood-damaged brand provisions relating to motor vehicle certificates of title and change duties and requirements of the Department of Motor Vehicles as prescribed,33966
LB896,Geist,Indefinitely postponed,"Change provisions relating to electronic certificates of title, salvage vehicles, and the electronic dealer services system and Vehicle Title and Registration System maintained by the Department of Motor Vehicles",34137
LB897,Howard,Indefinitely postponed,Change medical providers' duties under offense of failure to report injury or violence,34164
LB898,Howard,Indefinitely postponed,Require public postsecondary educational institutions to conduct an annual sexual assault climate survey,34163
LB899,Erdman,Indefinitely postponed,Provide for an adjustment to the assessed value of destroyed real property,34294
LB900,Bostelman,Indefinitely postponed,Adopt and update references to federal law relating to transportation and increase fines for violations of certain motor carrier statutes and regulations,34149
LB901,Bostelman,Passed,Change permit application and issuance requirements relating to regulation of certain structures by the Division of Aeronautics of the Department of Transportation and provide a duty for the Nebraska National Guard,34447
LB902,Bostelman,Passed,"Authorize the withholding from the public of information regarding firearm registration, possession, sale, or use",34506
LB903,Linehan,Passed,Change provisions relating to the Nebraska Community Aging Services Act and the Long-Term Care Ombudsman Act,33934
LB904,Vargas,Indefinitely postponed,Prohibit the charging of certain fees under the Credit Services Organization Act,34087
LB905,Kuehn,Indefinitely postponed,Change the burden of proof for certain protests of real property valuations,33898
LB906,Williams,Passed,Change provisions relating to the schedules of controlled substances,34078
LB907,Baker,Indefinitely postponed,Change provisions relating to a sales and use tax exemption for agricultural machinery and equipment,33901
LB908,Baker,Indefinitely postponed,Provide a disposal exception for tires used in a building system and eliminate obsolete provisions under the Integrated Solid Waste Management Act,34452
LB909,Bostelman,Passed,"Change provisions relating to motor carriers, hazardous materials regulations, and  titling, registration, sales, and operation of motorboats and motor vehicles",34449
LB910,Bolz,Indefinitely postponed,Adopt the Property Tax Circuit Breaker Act and change the funding of the Property Tax Credit Act,34228
LB911,Bolz,Indefinitely postponed,Adopt the School District Local Option Income Surtax Act,34349
LB912,McCollister,Indefinitely postponed,Provide for posting by public schools of a toll-free telephone number set up to report child abuse and neglect,34536
LB913,McDonnell,Passed,Change provisions relating to assault with a bodily fluid against a public safety officer to include a health care professional,34462
LB914,Riepe,Indefinitely postponed,Provide an income tax credit for certain long-term care insurance policy premiums,34048
LB915,Riepe,Withdrawn,Change prohibitions on using handheld wireless communication devices or handheld mobile telephones while driving,34171
LB916,Hansen,Indefinitely postponed,Prohibit retaliation under the Nebraska Wage Payment Collection Act and the Wage and Hour Act,34056
LB917,Bolz,Indefinitely postponed,Change eligibility relating to the Community College Gap Assistance Program Act,34192
LB918,Bolz,Indefinitely postponed,Change provisions relating to certain tax incentive programs and job training grants,34206
LB919,Bolz,Indefinitely postponed,Adopt the Student Loan Repayment Tax Credit Act and change certain taxation and grant provisions,34556
LB920,Bolz,Indefinitely postponed,Change provisions relating to a child and dependent care tax credit,34473
LB921,Lowe,Indefinitely postponed,Create a licensing exception under the State Electrical Act for certain farm building construction,34515
LB922,Vargas,Indefinitely postponed,Adopt the All Kids Health Care Program Act,34421
LB923,Morfeld,Passed,Provide immunity for certain law enforcement employees administering naloxone and change provisions relating to immunity for persons reporting or experiencing alcohol overdoses,34471
LB924,Riepe,Indefinitely postponed,"Change provisions of the Emergency Medical Services Practice Act, the Occupational Therapy Practice Act, and the Uniform Credentialing Act",34179
LB925,Pansing Brooks,Indefinitely postponed,Change provisions relating to certain sex crimes and crimes against children,33874
LB926,Crawford,Indefinitely postponed,Exempt members of the armed forces on active duty and their spouses from motor vehicle taxes,34499
LB927,Howard,Indefinitely postponed,"Change provisions relating to juveniles' out-of-home placement, care, and custody",34182
LB928,McDonnell,Indefinitely postponed,Change provisions relating to compensation paid upon the death of an employee under the Nebraska Workers' Compensation Act,34108
LB929,Brewer,Indefinitely postponed,State rights of Nebraska National Guard members and provide that a residential address may be withheld from the public,34540
LB930,Hansen,Indefinitely postponed,Prohibit use of juveniles' statements made as a result of custodial interrogation,34059
LB931,Howard,Passed,Provide requirements for opiate and controlled substance prescriptions,34043
LB932,Howard,Indefinitely postponed,Provide discharge planning duties for the medical director of the Department of Correctional Services,34167
LB933,Lindstrom,Indefinitely postponed,Provide prescription requirements for certain controlled substances,34073
LB934,Kuehn,Indefinitely postponed,Require identification prior to receipt of dispensed opiates,34091
LB935,Legislative Performance Audit Committee,Indefinitely postponed,"Authorize the inspection of certain tax return information and change application, reporting, and record retention provisions under the Nebraska Advantage Act",34224
LB935A,Kuehn,Indefinitely postponed,Appropriation Bill,35747
LB936,Legislative Performance Audit Committee,Passed,Change provisions relating to tax incentive performance audits under the Legislative Performance Audit Act,34574
LB937,Stinner,Indefinitely postponed,Change filing fees for appeals to the Tax Equalization and Review Commission,34466
LB938,Stinner,Indefinitely postponed,Change provisions relating to the transfer of excess General Fund net receipts to the Cash Reserve Fund,34241
LB939,McDonnell,Indefinitely postponed,Provide a homestead exemption for certain dwelling complexes located on military installations,33980
LB940,Friesen,Passed,"Change provisions of the Civic and Community Center Financing Act relating to fund use, grant request limits, property sale restrictions, and grant application priority",34330
LB940A,Friesen,Passed,Appropriation Bill,35075
LB941,Wayne,Indefinitely postponed,Change the calculation of the tax on the average wholesale price of gasoline,34332
LB942,Wayne,Indefinitely postponed,Adopt the Metropolitan Port Authority Act,34226
LB943,Wishart,Indefinitely postponed,Redefine a term relating to budget limitations,34275
