Document,Primary Introducer,Status,Description,Document ID
LB41,Hilkemann,Indefinitely postponed,Change child passenger restraint system enforcement from a secondary to a primary offense,30817
LB42,Hilkemann,Passed,Change motor vehicle provisions relating to child passenger restraint requirements,30816
LB43,Hilkemann,Indefinitely postponed,Change provisions relating to surcharges for 911 service,31156
LB44,Watermeier,Indefinitely postponed,Adopt the Noncollecting  Retailer Notice and Reporting Act,30776
LB44A,Watermeier,Indefinitely postponed,Appropriation Bill,32611
LB45,Watermeier,Passed,Change provisions relating to Military Honor Plates,30919
LB46,Watermeier,Passed,Provide for Choose Life License Plates,31032
LB46A,Watermeier,Passed,Appropriation Bill,31783
LB47,Watermeier,Indefinitely postponed,Change provisions relating to the payment of fees and costs associated with grand juries and the deaths of incarcerated persons,30921
LB48,Schumacher,Indefinitely postponed,Provide an income tax adjustment relating to certain gains on the sale of real estate,31282
LB49,Schumacher,Indefinitely postponed,Provide for the treatment of certain amendments to the Internal Revenue Code,31352
LB50,Schumacher,Indefinitely postponed,Provide reporting duties relating to behavioral health entities,31063
LB51,Schumacher,Indefinitely postponed,Change provisions relating to sales of real property for nonpayment of taxes,31065
LB52,Schumacher,Indefinitely postponed,Adopt the Modern Tax Act,31281
LB53,Schumacher,Indefinitely postponed,Change provisions relating to mandatory minimum sentencing and sentencing of habitual criminals,31290
LB54,Schumacher,Indefinitely postponed,Change provisions relating to unattended motor vehicles,31288
LB55,Schumacher,Indefinitely postponed,Change a duty of landowners relating to the frequency of mowing roadside weeds,31148
LB56,Morfeld,Passed,Change provisions relating to issuance of a permit under the Public Accountancy Act,30846
LB57,Morfeld,Passed,Adopt the Uniform Unsworn Foreign Declarations Act and change provisions relating to perjury,31196
LB58,Craighead,Indefinitely postponed,Change provisions relating to participation in extracurricular activities,30697
LB59,Murante,Indefinitely postponed,Require the Department of Health and Human Services and health care facilities to provide information regarding abortion,31120
LB60,Lindstrom,Indefinitely postponed,Change Parenting Act provisions relating to limitation or denial of custody or access to a child,30774
LB61,Kolterman,Indefinitely postponed,Adopt the Interstate Medical Licensure Compact,31285
LB62,Scheer,Passed,Eliminate prohibition on teachers wearing religious garb,30793
LB63,Scheer,Passed,Change a sales and use tax exemption relating to political events,30757
LB64,Hansen,Indefinitely postponed,Adopt the Adrenal Insufficiency Diagnosis Information and Support Act,31402
LB65,Hansen,Indefinitely postponed,Provide income tax credits for caregivers,31343
LB66,Hansen,Indefinitely postponed,Change provisions relating to stacking of coverage under the Uninsured and Underinsured Motorist Insurance Coverage Act,31181
LB67,Brasch,Indefinitely postponed,Adopt the Fair Repair Act,31155
LB68,Hilgers,Indefinitely postponed,"Prohibit certain regulation of firearms, ammunition, and firearm accessories by counties, cities, and villages as prescribed and create firearm offenses",30678
LB69,Pansing Brooks,Indefinitely postponed,Increase the earned income tax credit,31044
LB70,Pansing Brooks,Indefinitely postponed,Change provisions relating to operator's license revocation,31043
LB71,Pansing Brooks,Indefinitely postponed,Change appropriations relating to the Nebraska Tree Recovery Program,31208
LB72,Schumacher,Passed,Change provisions relating to cities and villages filing for bankruptcy,30707
LB73,Riepe,Indefinitely postponed,"Prohibit the sale or transfer to or use by persons under twenty-one years of age of tobacco, vapor products, and alternative nicotine products",30808
LB74,Crawford,Passed,"Change population thresholds relating to annexation, suburban development, and planned unit development by a city or village",30698
LB75,Wayne,Governor Veto,Provide for restoration of voting rights upon completion of a felony sentence or probation for a felony,30782
LB76,Wayne,Indefinitely postponed,Require notice for Secretary of State regarding completion of felony sentence for purposes of voting rights,31033
LB77,Crawford,Indefinitely postponed,Change provisions relating to access to sales and use tax information by municipalities,30849
LB78,Crawford,Passed,Change provisions relating to relinquishment or abandonment of any portion of a state highway system,30915
LB79,Blood,Indefinitely postponed,Adopt the Small Business Retirement Marketplace Act,31315
LB80,Blood,Passed,Provide for unclassified service under the County Civil Service Act,31369
LB81,Blood,Indefinitely postponed,Change the application fee for handgun certificates,31462
LB82,Blood,Indefinitely postponed,Require the Department of Motor Vehicles to include certain traffic stop safety information in the Nebraska Driver's Manual,31461
LB83,Blood,Indefinitely postponed,Allow physician medical directors to display emergency vehicle lights,31314
LB84,Blood,Indefinitely postponed,Provide for admissibility in any civil action of evidence of damages as a result of driving under the influence,31209
LB85,Blood,Passed,Provide a requirement for persons seeking appointive or elective office as prescribed and to provide a duty for the Nebraska Accountability and Disclosure Commission,31318
LB85A,Blood,Indefinitely postponed,Appropriation Bill,32309
LB86,Blood,Passed,Change provisions relating to opening bids,31368
LB87,Blood,Indefinitely postponed,Redefine a qualified facility and authorize local distribution utilities to waive certain requirements relating to net metering,31374
LB88,Blood,Passed,Adopt the Interstate Medical Licensure Compact and the Nurse Licensure Compact and change and eliminate other provisions relating to the regulation of health professionals,31054
LB89,Hughes,Indefinitely postponed,Change published notice of hearing requirements under the Nebraska Budget Act as prescribed,30847
LB90,Hughes,Indefinitely postponed,Require public entity to provide accommodations where Auditor of Public Accounts employee conducts audit or examination,30913
LB91,Hilkemann,Passed,Change provisions relating to infant health screenings,30838
LB91A,Hilkemann,Passed,Appropriation Bill,33051
LB92,Kolterman,Passed,Require health carriers to provide coverage for telehealth services and change telehealth provisions relating to children's behavioral health,31172
LB93,Hansen,Passed,Adopt the Automatic License Plate Reader Privacy Act,31038
LB94,Kolterman,Passed,Increase amount of funds offered by the state investment officer to financial institutions as deposits under the Nebraska Capital Expansion Act,31103
LB95,Crawford,Indefinitely postponed,Change provisions relating to the Community Development Law and tax-increment financing,30852
LB96,Crawford,Passed,Provide an eligible activity for assistance from the Site and Building Development Fund as prescribed,30761
LB97,Crawford,Passed,Adopt the Riverfront Development District Act,30682
LB98,Friesen,Indefinitely postponed,Extend certain levy authority for natural resources districts,31228
LB99,Stinner,Passed,"Change provisions relating to the conversion of unincorporated entities,  corporations, partnerships, limited partnerships, and limited liability partnerships into other business entities",31108
LB100,Stinner,Passed,Change provisions relating to removal of firearm-related disabilities under the Nebraska Mental Health Commitment Act,30672
LB101,Stinner,Indefinitely postponed,Change duration requirements for certain state agency contracts,30688
LB102,Hilkemann,Indefinitely postponed,Change a penalty relating to tampering with witnesses or informants,31056
LB103,Murante,Indefinitely postponed,Change provisions relating to accelerated or differentiated curriculum and require establishment of focus groups,31493
LB104,Bolz,Passed,Adopt the Health Care Surrogacy Act,30878
LB105,Brasch,Passed,Change provisions relating to personal property exemptions in cases of forced sale on execution or attachment,31410
LB106,Brasch,Withdrawn,Change provisions relating to parental rights of a child conceived as a result of sexual assault,31383
LB107,Crawford,Indefinitely postponed,"Prohibit sexual assault of a patient, client, or student as prescribed",30931
LB108,Crawford,Indefinitely postponed,Require guidelines to ensure safety of minor or dependent whose parent or guardian is arrested,30886
LB109,Blood,Indefinitely postponed,Provide for a temporary teaching certificate or permit for military spouses,31459
LB110,Kolterman,Indefinitely postponed,Change duties and requirements relating to certain retirement plan reporting and change duties of the Auditor of Public Accounts and the Public Employees Retirement Board,31218
LB111,Hansen,Indefinitely postponed,Provide for nonpartisan election of county officers,31332
LB112,Hansen,Indefinitely postponed,Permit registered voters moving within Nebraska without reregistering to vote provisionally,30770
LB113,Hansen,Passed,Change population threshold provisions relating to municipalities and eliminate obsolete provisions,30699
LB114,Craighead,Indefinitely postponed,Change provisions relating to motor vehicle lighting requirements,31039
LB115,Harr,Indefinitely postponed,Direct the Nebraska Tourism Commission to provide for certain uses of a fund,31160
LB116,Harr,Indefinitely postponed,Redefine automobile liability policy and change coverage provisions ,31073
LB117,Hilkemann,Passed,Adopt the Investigational Drug Use Act,30764
LB118,Hilkemann,Indefinitely postponed,Adopt the Education Savings Account Act and provide income tax adjustments,31034
LB119,Groene,Passed,Change dates related to certifications and distributions of state aid to schools,31111
LB120,Schumacher,Indefinitely postponed,Provide for Medical Assistance Act coverage for family planning services as prescribed,30798
LB121,Brewer,Indefinitely postponed,Change provisions relating to the taxation of military benefits,31122
LB122,Pansing Brooks,Passed,Provide for family member visitation petitions,31408
LB123,Pansing Brooks,Indefinitely postponed,Provide for reimbursement when certain postsecondary institutions terminate operations,31049
LB124,Baker,Indefinitely postponed,Increase the probationary period of community college staff,31068
LB125,Brasch,Withdrawn,Change application and fee requirements for feedlots and dairies registered under the Livestock Brand Act,31489
LB126,Groene,Indefinitely postponed,Change sunset dates under the Nebraska Job Creation and Mainstreet Revitalization Act and the Nebraska Advantage Act,30684
LB127,Groene,Indefinitely postponed,Change notice requirements under Open Meetings Act,31239
LB128,Groene,Indefinitely postponed,Change eligibility provisions relating to the Supplemental Nutrition Assistance Program,30685
LB129,Morfeld,Indefinitely postponed,Increase the earned income tax credit ,31042
LB130,Urban Affairs Committee,Passed,Change municipal annexation provisions relating to certain districts,30687
LB131,Urban Affairs Committee,Passed,Change provisions relating to urban growth districts and urban growth bonds and refunding bonds,30694
LB132,Urban Affairs Committee,Passed,Change provisions relating to improvement districts and extraterritorial zoning jurisdictions,30885
LB133,Urban Affairs Committee,Passed,Change and eliminate provisions regarding cities of the second class and villages,30777
LB134,Brasch,Passed,Change provisions of the Nebraska Pure Food Act and eliminate the Nebraska Graded Egg Act,30792
LB135,Lowe,Passed,"Change and eliminate Department of Agriculture provisions relating to publicity, publications, and personnel",30703
LB136,Ebke,Indefinitely postponed,Change provisions relating to garnishment proceedings,30916
LB137,Lindstrom,Passed,Adopt the Unclaimed Life Insurance Benefits Act,30929
LB138,Lindstrom,Passed,Provide for transfer of business interests under uniform transfer-on-death security registration,31105
LB139,Crawford,Indefinitely postponed,Authorize change to nonpartisan election of county officers,31219
LB140,Williams,Passed,"Change provisions relating to the Nebraska Banking Act, Department of Banking and Finance powers and duties, and other financial institution regulation",30705
LB141,Williams,Indefinitely postponed,Adopt the Revised Uniform Unclaimed Property Act,31137
LB142,Williams,Passed,Redefine effective financing statement and change provisions relating to the master lien list with respect to farm product security interests,31106
LB143,Friesen,Indefinitely postponed,Provide a duty to carry exception for public power district motor vehicle or trailer registration certificates,31340
LB144,Friesen,Indefinitely postponed,Change agricultural and horticultural adjusted valuations for calculating state aid to schools,31401
LB145,Hansen,Indefinitely postponed,Provide for a hearing to determine financial ability to pay fines and costs and traffic citations and provide for community service,31220
LB146,Hansen,Passed,Provide for set-asides of convictions for infractions,31342
LB147,Hansen,Indefinitely postponed,"Change workers' compensation provisions relating to waiting time, termination of compensation, and attorney's fees",31075
LB148,Schumacher,Passed,Change provisions of the Securities Act of Nebraska,30706
LB149,Stinner,Passed,"Provide, change, and eliminate appropriations",31460
LB150,Stinner,Indefinitely postponed,Provide for a transfer from the Cash Reserve Fund,30992
LB151,Stinner,Passed,Change and provide for duties of the Auditor of Public Accounts and certain audited entities,31257
LB152,Craighead,Passed,Change and eliminate provisions relating to the fees for recording and filing certain documents,30873
LB153,Kuehn,Indefinitely postponed,Prohibit certain officeholders and public employees from being a lobbyist,30903
LB154,Geist,Passed,Exempt completion certification for dam or reservoir from filing fee,30944
LB155,Brasch,Indefinitely postponed,Require successful completion of a civics examination as a prerequisite to high school graduation,31135
LB156,Friesen,Indefinitely postponed,Eliminate a termination date under the 911 Service System Act,31426
LB157,Friesen,Passed,Change the prepaid wireless surcharge determination and duties of sellers and the Department of Revenue under the Prepaid Wireless Surcharge Act,31499
LB158,Pansing Brooks,Indefinitely postponed,Change provisions relating to appointment of counsel for juveniles,31309
LB159,McCollister,Passed,Change provisions relating to when special assessments are payable for cities of the metropolitan class,31055
LB160,McCollister,Passed,Expand the definition of victim as relates to crime victims' rights,31237
LB161,Friesen,Passed,Change a carryover period under the Nebraska Advantage Act,31263
LB162,Krist,Indefinitely postponed,"Change provisions relating to criminal mischief and change and provide additional penalties for bribing or tampering with witnesses, informants, or jurors ",31372
LB163,Vargas,Indefinitely postponed,Require additional polling places prior to elections in certain counties,31138
LB164,Geist,Indefinitely postponed,"Change provisions relating to trailers, commercial motor vehicle disqualification provisions, accident reports, and motor vehicle records disclosure and authorize the Department of Motor Vehicles to keep and sell certain registration and certificate of title records",31393
LB165,Brewer,Indefinitely postponed,Require employer identification numbers and use of the federal immigration verification system,31123
LB166,Kolterman,Passed,Change provisions of Uniform Controlled Substances Act and Pharmacy Practice Act,31251
LB167,Ebke,Indefinitely postponed,Include cannabidiol as a Schedule V controlled substance,31422
LB168,Ebke,Indefinitely postponed,Change provisions relating to rights of subrogation of medical payments with respect to automobile liability policies ,31481
LB169,Wayne,Indefinitely postponed,Exempt social security benefits and retirement income from income taxation,31448
LB170,Albrecht,Indefinitely postponed,Deny claims made against the state,31441
LB171,Albrecht,Passed,Provide for payment of claims against the state,31440
LB172,Albrecht,Passed,Change the Employment Security Law,30880
LB173,Morfeld,Indefinitely postponed,Prohibit discrimination based upon sexual orientation and gender identity,30802
LB174,Morfeld,Indefinitely postponed,Adopt the Apprenticeship Training Program Tax Credit Act,30853
LB175,Morfeld,Indefinitely postponed,Adopt the Student Online Personal Protection Act,31366
LB176,Bostelman,Passed,Eliminate obsolete provisions related to milldams,30945
LB177,Bostelman,Passed,"Change provisions relating to apportionable and fleet vehicles, motor fuel tax collections and enforcement, and powers and duties of the Director of Motor Vehicles",30901
LB178,Bolz,Indefinitely postponed,Provide for sexual assault protection order,30960
LB179,Bolz,Indefinitely postponed,Change provisions relating to transition of young adults to independence,31004
LB180,Bolz,Passed,Provide for bridge orders transferring juvenile court jurisdiction of a juvenile to a district court,31083
LB180A,Bolz,Passed,Appropriation Bill,31921
LB181,Quick,Indefinitely postponed,Provide for reimbursement to employees for certain medical examinations under the Nebraska Workers' Compensation Act,31074
LB182,Hughes,Passed,Change powers and duties of the Department of Environmental Quality under the Drinking Water State Revolving Fund Act,31227
LB183,Hughes,Indefinitely postponed,Authorize change of nomination and election provisions for county officers,30890
LB184,Lindstrom,Passed,"Change provisions relating to loan brokerage agreements, disclosure documents, and rights to cancel",30981
LB185,Lindstrom,Passed,Provide procedure and notice requirements and powers and duties for the Department of Banking and Finance with respect to certain abandoned license applications,30983
LB186,Lindstrom,Passed,Change provisions relating to licensee surety bonds under the Nebraska Money Transmitters Act,30982
LB187,Schumacher,Indefinitely postponed,"Increase a dollar threshold for transactions exempt from registration under the Securities Act of Nebraska, provide for an annual adjustment to such amount, and provide for the effect of exempt sales on malpractice premiums",31279
LB188,Howard,Indefinitely postponed,Change provisions relating to paternity of a child conceived as a result of sexual assault,30905
LB189,Howard,Indefinitely postponed,Appropriate funds to the Department of Health and Human Services for recruitment and retention of caseworkers,31334
LB190,Kintner,Indefinitely postponed,"Provide limit on tax on cigars, cheroots, and stogies",31502
LB191,Pansing Brooks,Indefinitely postponed,Provide for renewals of domestic violence protection orders,31387
LB192,Pansing Brooks,Indefinitely postponed,Change and modernize provisions relating to the qualifying and summoning of jurors,30775
LB193,Pansing Brooks,Passed,Change provisions relating to courts,30791
LB194,Vargas,Passed,"Change provisions of the Credit Services Organization Act, Delayed Deposit Services Licensing Act, and Nebraska Installment Loan Act",30893
LB195,Craighead,Passed,Require notification following mammography as prescribed,30832
LB196,Craighead,Indefinitely postponed,"Revise powers of state-chartered banks, building and loan associations, and credit unions",30980
LB197,Kolowski,Indefinitely postponed,Provide for electronic application for an early voting ballot,30783
LB198,McCollister,Passed,Terminate the Crimes Against Children Fund,30987
LB199,McCollister,Indefinitely postponed,Eliminate certain state aid to counties for law enforcement and jail operations,30986
LB200,Lowe,Passed,"Change provisions relating to county engineers, county surveyors, and county highway superintendents in certain counties as prescribed",31511
LB201,Lowe,Indefinitely postponed,Change provisions relating to perjury and the issuance of search warrants,31179
LB202,Lowe,Indefinitely postponed,Create the offense of obstructing government operations by refusing to submit to a chemical test authorized by search warrant,31510
LB203,Kuehn,Passed,Change provisions relating to maximum annual unemployment benefits and disqualification for benefits and authorize electronic notice ,31076
LB204,Hilgers,Passed,"Change provisions relating to appeals to the Supreme Court, service on employees of the state, and summary judgment",31178
LB205,Krist,Indefinitely postponed,Designate funds appropriated to the Department of Health and Human Services for state aid,31430
LB206,Krist,Indefinitely postponed,Appropriate funds to the Department of Health and Human Services for developmental disability services,31351
LB207,Krist,Passed,Change provisions relating to powers and duties of the Office of Inspector General of Nebraska Child Welfare,31438
LB208,Lindstrom,Indefinitely postponed,Change provisions relating to broker trust accounts under the Nebraska Real Estate License Act,31388
LB209,Watermeier,Passed,Amend the Administrative Procedure Act by redefining a term and changing provisions relating to an index,30993
LB210,Watermeier,Passed,Change provisions relating to  performance audit standards and the distribution of reports under the Legislative Performance Audit Act,31540
LB211,Hansen,Indefinitely postponed,Change the minimum wage for persons compensated by way of gratuities,30769
LB212,Hansen,Indefinitely postponed,Adopt the In the Line of Duty Compensation Act,31299
LB213,Hansen,Indefinitely postponed,Add an unfair claims settlement practice under the Unfair Insurance Claims Settlement Practices Act,31323
LB214,Halloran,Indefinitely postponed,Terminate the Master Teacher Program,30723
LB215,Harr,Indefinitely postponed,Adopt the Nebraska E-15 Tax Credit Act,31364
LB216,Harr,Indefinitely postponed,Adopt the Redistricting Act,31161
LB217,Harr,Passed,"Change revenue, taxation, economic development, and tax incentive provisions",30874
LB218,Groene,Indefinitely postponed,Provide for installation of ground water pumps by public entities,30800
LB219,Nebraska Retirement Systems Committee,Indefinitely postponed,Change retirement system provisions relating to authorized benefit elections and actuarial assumptions,31186
LB220,Harr,Indefinitely postponed,Adopt the Insured Homeowners Protection Act,31320
LB221,Stinner,Indefinitely postponed,Change the transfer from a fund,31523
LB222,Stinner,Passed,"Change membership and provide, change, and eliminate powers and duties of the Nebraska Tourism Commission",31365
LB223,Kuehn,Passed,Change provisions relating to prescription drug monitoring,31145
LB224,Crawford,Indefinitely postponed,Change asset limitation provisions relating to public assistance,30887
LB225,Crawford,Passed,"Change provisions of the Child Protection and Family Safety Act, the Nebraska Juvenile Code, the Foster Care Review Act, and the Nebraska Strengthening Families Act as prescribed",31012
LB225A,Crawford,Passed,Appropriation Bill,33035
LB226,Wishart,Indefinitely postponed,"Provide for purchase of motor vehicles and insurance by certain juveniles, change foster care transition proposal provisions, and provide immunity from liability for caregivers",31197
LB227,Wishart,Indefinitely postponed,Create the Brain Injury Council and Brain Injury Trust Fund,30947
LB228,Harr,Indefinitely postponed,Change provisions relating to rent-restricted housing projects,31484
LB229,Williams,Indefinitely postponed,Change provisions relating to garnishment,31107
LB230,Watermeier,Indefinitely postponed,Create the Nebraska Economic Development Advisory Committee,31420
LB231,Kolterman,Passed,Authorize disciplinary action under the Insurance Producers Licensing Act for failing to maintain a license in good standing,30928
LB232,Kolterman,Indefinitely postponed,Provide a property tax exemption for property leased to the state or a governmental subdivision,30836
LB233,Smith,Indefinitely postponed,Change revenue and taxation provisions,31003
LB233A,Smith,Indefinitely postponed,Appropriation Bill,32218
LB234,Smith,Passed,Update references to the Internal Revenue Code,31322
LB235,Walz,Indefinitely postponed,Clarify grant requirements for the Summer Food Service Program,31143
LB236,Erdman,Indefinitely postponed,Change provisions relating to the inclusion of multiple lots in one parcel,31432
LB237,Erdman,Indefinitely postponed,Change filing requirements of official bonds for school districts,31205
LB238,Erdman,Indefinitely postponed,Change provisions of the Nebraska Budget Act relating to certifying taxable values,30977
LB239,Baker,Passed,Change provisions relating to trust funds under the Burial Pre-Need Sale Act,30943
LB240,Baker,Indefinitely postponed,Provide for videoconferencing and telephone conferences for school board meetings,31419
LB241,Craighead,Passed,Provide an exception to the annual privacy notice requirement under the Privacy of Insurance Consumer Information Act,30927
LB242,Bolz,Indefinitely postponed,Appropriate funds for the recruitment of students who study to become behavioral health professionals,31085
LB243,Bolz,Indefinitely postponed,Require reporting of certain information concerning assaults that occur in state institutions,30738
LB244,Bolz,Indefinitely postponed,Change provisions relating to mental injury and mental illness for workers' compensation,30731
LB245,Bolz,Indefinitely postponed,Provide for a corrections-related emergency and overtime as prescribed,31128
LB246,Morfeld,Indefinitely postponed,Provide a budget exception for expanded learning opportunity programs,31349
LB247,Morfeld,Indefinitely postponed,Provide for school district levy and bonding authority for cybersecurity,31379
LB248,Harr,Indefinitely postponed,Adopt the Youth Opportunities in Learning and Occupations Act,31171
LB249,Harr,Indefinitely postponed,Expand business inventory property tax exemption,31095
LB250,Harr,Indefinitely postponed,Change provisions relating to probationers' rights,31059
LB251,Harr,Indefinitely postponed,Redefine agricultural or horticultural purposes for revenue and taxation purposes,31528
LB252,Crawford,Indefinitely postponed,Change independent expenditure reporting requirements and require electioneering reporting,31159
LB253,Crawford,Passed,Authorize intergovernmental service agreements under the County Industrial Sewer Construction Act and authorize a use for a sewer tax levy,31433
LB254,Crawford,Indefinitely postponed,Change provisions relating to making and serving alcoholic liquor by nonlicensed persons as prescribed,31536
LB255,Crawford,Passed,Adopt the Dialysis Patient Care Technician Registration Act,31382
LB255A,Crawford,Passed,Appropriation Bill,33215
LB256,Briese,Passed,Adopt the Vacant Property Registration Act,31139
LB257,Craighead,Passed,Provide for a statute of limitations for claims relating to real estate brokerage services,31025
LB258,Hansen,Passed,Provide opportunity for inmates to obtain state identification card or renew driver's license before discharge,31211
LB259,Hansen,Passed,Adopt and change competency and financial ability provisions relating to court proceedings as prescribed,31423
LB259A,Hansen,Passed,Appropriation Bill,33351
LB260,Hansen,Indefinitely postponed,Provide for a state food insecurity nutrition incentive grant program and state intent regarding appropriations,31345
LB261,Hansen,Indefinitely postponed,Adopt the Nebraska Worker Adjustment and Retraining Notification Act,31272
LB262,Groene,Indefinitely postponed,Change provisions relating to undeveloped vacant land under the Community Development Law,30826
LB263,Transportation and Telecommunications Committee,Passed,"Change provisions relating to motor vehicles, the Public Service Commission, motor carriers, and the statewide one-call notification center",30914
LB263A,Friesen,Passed,Appropriation Bill,32922
LB264,Albrecht,Passed,Change provisions relating to qualifications of boiler inspectors,31079
LB265,Friesen,Indefinitely postponed,Provide for a minimum amount of state aid based on the number of students in a local system,31475
LB266,Friesen,Indefinitely postponed,Change the valuation of agricultural land and horticultural land,31207
LB267,Linehan,Passed,Change provisions relating to onsite vaccinations at health care facilities,31293
LB268,Schumacher,Passed,Change court and other provisions relating to medical assistance reimbursement,31062
LB268A,Schumacher,Passed,Appropriation Bill,33224
LB269,Watermeier,Indefinitely postponed,Require motion picture theaters to provide open captioning,31421
LB270,Kolowski,Indefinitely postponed,Appropriate funds to the State Department of Education,31534
LB271,Hilgers,Passed,Authorize the Department of Roads to assume certain responsibilities under federal environmental laws and provide for limited waiver of the state's sovereign immunity,30906
LB272,Vargas,Indefinitely postponed,Change procedures for tax credits under the Nebraska Job Creation and Mainstreet Revitalization Act,31336
LB273,Halloran,Indefinitely postponed,Require rounding a certain dollar amount in the Employment Security Law to the nearest whole dollar amount,31077
LB274,Halloran,Passed,Change provisions of the Plant Protection and Plant Pest Act and eliminate the Nebraska Rangeland Grasshopper Control Act,31061
LB275,Hughes,Passed,Provide duties for law enforcement agencies and private towing services and rights and duties for private property owners regarding abandoned vehicles,31429
LB276,Albrecht,Passed,Change provisions relating to hybrid seed corn and provide enforcement powers and judicial remedies,30848
LB277,Wayne,Indefinitely postponed,Change population requirements for election precincts,31447
LB278,Kolterman,Indefinitely postponed,Redefine disability and change disability retirement application and medical examination provisions for various retirement acts,31086
LB279,Hilkemann,Indefinitely postponed,Require lap-shoulder belts on school buses as prescribed,30796
LB280,Crawford,Passed,Change provisions relating to the Address Confidentiality Act ,30851
LB281,Quick,Indefinitely postponed,Appropriate funds to the Nebraska State Historical Society,31564
LB282,Riepe,Indefinitely postponed,Change telehealth provisions relating to children's behavioral health,31098
LB283,Riepe,Indefinitely postponed,Change and eliminate provisions relating to licensed practical nurses,31355
LB284,Riepe,Indefinitely postponed,Change criminal history record information checks under the Child Care Licensing Act,31002
LB285,Linehan,Passed,Require human immunodeficiency virus testing and eliminate consent requirements for such testing,31443
LB286,Craighead,Indefinitely postponed,Adopt the Nebraska Flexible Loan Act and change provisions of the Delayed Deposit Services Licensing Act,31020
