Document,Primary Introducer,Status,Description,Document ID
LB48,Janssen,Indefinitely postponed,Adopt the Illegal Immigration Enforcement Act,12045
LB49,Krist,Indefinitely postponed,Provide certain requirements relating to filing of nonconsensual liens,12340
LB50,Krist,Indefinitely postponed,Adopt the Elementary and Secondary Educational Opportunity Act and provide for income tax credits,11897
LB51,Krist,Indefinitely postponed,Require health clinics to have patient transfer agreements,12114
LB52,Krist,Indefinitely postponed,Change motorcycle helmet provisions and require eye protection,12197
LB53,Krist,Indefinitely postponed,Change free transportation provisions relating to learning community students,12422
LB54,Mello,Passed,Change provisions relating to the Community Development Law,11877
LB55,Mello,Indefinitely postponed,Update references to the International Energy Conservation Code,11779
LB56,Mello,Passed,Amend the State Electrical Act and update references to the National Electrical Code,12157
LB57,Mello,Indefinitely postponed,Change the Local Option Municipal Economic Development Act,12472
LB58,Adams,Indefinitely postponed,Provide for a study of dual-enrollment courses and career academies,11873
LB59,Adams,Passed,Change property tax authority of and aid to community colleges,12218
LB60,Krist,Indefinitely postponed,Change provisions relating to compliance checks for sales of alcoholic liquor,12323
LB61,Heidemann,Passed,Change provisions and penalties relating to unlawful intrusion,12109
LB62,Heidemann,Passed,Change provisions regarding county officers and prohibit elimination or undue hindrance of a county officer by a county board,12076
LB63,Cornett,Indefinitely postponed,Ratify the Interstate Compact on Educational Opportunity for Military Children,12004
LB64,Cornett,Indefinitely postponed,Change provisions relating to wildlife in captivity,11965
LB65,Cornett,Indefinitely postponed,Change provisions relating to C-BED projects sales tax exemptions,12187
LB66,Cornett,Passed,Change provisions relating to DNA collection,11929
LB67,Fischer,Passed,Clarify required use and enforcement provisions regarding seat belts and other occupant protection systems,11795
LB68,Fulton,Passed,Permit certified nurse midwives to have clinical privileges,12571
LB69,Louden,Indefinitely postponed,"Change provisions relating to use of comparable sales for tax valuation
",12542
LB70,Pahls,Passed,Change the Surplus Lines Insurance Act,11980
LB71,Pahls,Indefinitely postponed,Change the definition of trustee under the Burial Pre-Need Sale Act,12088
LB72,Pahls,Passed,Change insurance provisions,12089
LB73,Pahls,Passed,Change the Comprehensive Health Insurance Pool Act,12090
LB74,Pahls,Passed,Change provisions relating to banks and banking,12344
LB75,Pahls,Passed,"Change provisions relating to loan brokers, mortgage loan originators, and residential mortgage licensing",12345
LB76,Pahls,Passed,"Adopt updated federal laws for securities, commodities, and consumer rental purchase agreements",12346
LB77,Pahls,Passed,Change debt cancellation contract and debt suspension contract provisions,11944
LB78,Pahls,Passed,Define a term in the Public Funds Deposit Security Act,11951
LB79,McGill,Indefinitely postponed,Provide grants for court appointed special advocate programs,11940
LB80,McGill,Indefinitely postponed,Change Nebraska Juvenile Code provisions relating to juvenile care plans,12210
LB81,Cornett,Passed,Change city and village powers relating to occupation taxes and motor vehicle registration,12389
LB82,Coash,Indefinitely postponed,Change revenue and taxation provisions to redefine contractor or repairperson and gross receipts to exclude sod as prescribed,12172
LB83,Coash,Indefinitely postponed,"Rename and repurpose the Local Civic, Cultural, and Convention Center Financing Act",11939
LB84,Fischer,Passed,Adopt the Build Nebraska Act and provide for distribution of sales and use tax revenue for road construction,11707
LB85,Karpisek,Indefinitely postponed,Adopt the Nebraska Uniform Adult Guardianship and Protective Proceedings Jurisdiction Act,12060
LB86,Christensen,Indefinitely postponed,Eliminate the legislative reference library,12356
LB87,Christensen,Indefinitely postponed,Change provisions relating to mowing weeds in ditches,11930
LB88,Christensen,Indefinitely postponed,Provide signage requirements and duties for the Nebraska State Patrol regarding concealed handguns,11928
LB89,Christensen,Indefinitely postponed,Change qualifications of the Superintendent of Law Enforcement and Public Safety,11696
LB90,Harr,Passed,Change provisions relating to secured transactions under Article 9 of the Uniform Commercial Code,11856
LB90A,Harr,Passed,Appropriation Bill,13357
LB91,Price,Indefinitely postponed,Increase the minimum horsepower of a tractor that is required to be tested,12297
LB92,Howard,Indefinitely postponed,Change caseload provisions for public child welfare service caseworkers,11797
LB93,Howard,Indefinitely postponed,State legislative intent with respect to administrators' salaries within the Division of Children and Family Services of the Department of Health and Human Services,12142
LB94,Howard,Passed,Allow petitioners for adoption of a state ward to read the child's case file,11740
LB95,Howard,Indefinitely postponed,Require accreditation by lead agencies and a moratorium on agencies contracting with the Department of Health and Human Services and change requirements for child-caring agencies,11989
LB96,Revenue Committee,Indefinitely postponed,Change state aid to counties,12010
LB97,Karpisek,Indefinitely postponed,Require Secretary of State to provide uniform guidelines for election workers,11829
LB98,Fischer,Passed,Provide powers relating to federal-aid transportation funds,11900
LB99,Coash,Indefinitely postponed,Adopt the Nebraska Film Advantage Act,12059
LB100,Coash,Passed,Change provisions relating to the criminal responsibility of intoxicated persons and the insanity defense,11819
LB101,Schilz,Indefinitely postponed,Eliminate daylight savings time,12332
LB102,Schilz,Indefinitely postponed,Change provisions relating to vehicle loads,12113
LB103,Schilz,Indefinitely postponed,Change instream appropriation provisions,12537
LB104,Schilz,Indefinitely postponed,Change certain vehicle weight provisions,12243
LB105,Schilz,Passed,Change restrictions on operation of motorboats and personal watercraft,12314
LB106,Schilz,Passed,Authorize the use of county sales and use taxes for public safety services as prescribed,11823
LB107,Carlson,Passed,"Change Grain Sorghum Development, Utilization, and Marketing Board provisions",11982
LB108,Carlson,Passed,Change provisions relating to division fences,11937
LB109,Carlson,Indefinitely postponed,Eliminate certain registrations under the Agricultural Liming Materials Act,11744
LB110,Carlson,Indefinitely postponed,Eliminate soil conditioner registration under the Nebraska Commercial Fertilizer and Soil Conditioner Act,11745
LB111,Gloor,Passed,Change membership on mental health boards,12181
LB112,Coash,Passed,Provide exemptions from motor carrier regulations for certain transportation service providers,11969
LB113,Dubas,Indefinitely postponed,Prohibit job discrimination based upon credit history,11875
LB114,Dubas,Passed,Provide a standard and labeling restrictions for honey,11934
LB115,Council,Indefinitely postponed,Change limitation of action provisions under the Political Subdivisions Tort Claims Act,12027
LB116,Avery,Indefinitely postponed,Provide for use of Veterans' Aid Income Fund for the state veteran cemetery system,12020
LB117,Avery,Indefinitely postponed,Change publication requirements for constitutional amendments and initiative and referendum measures,12021
LB118,Avery,Indefinitely postponed,Eliminate provisions relating to state aid to natural resources districts,12135
LB119,Avery,Indefinitely postponed,Change provisions relating to state aid to incorporated municipalities,12134
LB120,Avery,Indefinitely postponed,Designate use of certain funds to administer the Risk Management Program,12165
LB121,Avery,Passed,Eliminate provisions relating to the State Fire Marshal from the Volunteer Emergency Responders Recruitment and Retention Act,12019
LB122,Harms,Passed,Rename an educational telecommunications building,12066
LB123,Heidemann,Indefinitely postponed,Provide for disciplinary actions and policies relating to cyber-bullying,11942
LB124,Avery,Passed,Provide for cultural history information in adoption records,12430
LB125,Avery,Indefinitely postponed,Create the Children's Health Advisory Committee,12400
LB126,Avery,Indefinitely postponed,"Adopt the Children's Health and Responsible Corporate Marketing Act that regulates advertising and marketing to children in restaurants, food establishments, and convenience stores, and provides duties for the Department of Agriculture",12318
LB127,Avery,Indefinitely postponed,Change input into determinations and management plans for regulation of water,12239
LB128,Avery,Indefinitely postponed,Change DNA collection provisions,12317
LB129,Avery,Indefinitely postponed,Eliminate the statute of limitation for certain felonies,11978
LB130,Heidemann,Indefinitely postponed,Provide for adjustment of formula need in calculation of state aid to schools,12221
LB131,Heidemann,Passed,Change provisions relating to the Cash Reserve Fund,12324
LB132,Dubas,Indefinitely postponed,Adopt the Abortion Mandate Opt-Out Act so no abortion coverage is provided by a qualified health plan offered through a health insurance exchange created pursuant to federal law,11874
LB133,Ashford,Indefinitely postponed,Require inclusion of sentencing costs in presentence reports,12051
LB134,Cornett,Passed,Update references to the Internal Revenue Code,11961
LB135,Smith,Passed,Change remittance requirements for motor vehicle and boat certificate of title fees,12321
LB136,Lautenbaugh,Indefinitely postponed,Change number of years between appearances before Board of Pardons,12005
LB137,Lautenbaugh,Passed,Change provisions relating to postconviction relief,11837
LB138,Lautenbaugh,Indefinitely postponed,Change residency requirements under the Concealed Handgun Permit Act,12437
LB139,Lautenbaugh,Indefinitely postponed,Change surplus property sale provisions of the County Purchasing Act,12440
LB140,Lautenbaugh,Indefinitely postponed,Change provisions relating to criminal background checks required for health and human services transportation services,12436
LB141,Lautenbaugh,Indefinitely postponed,Provide for public records that may be withheld,12439
LB142,Lautenbaugh,Passed,Change a contribution limitation under the Campaign Finance Limitation Act,12435
LB143,Haar,Indefinitely postponed,Require public education institutions to file certain contracts of employment with the Nebraska Accountability and Disclosure Commission,11727
LB144,Haar,Indefinitely postponed,Require mobile home parks to have shelter and evacuation plans,11976
LB145,Haar,Indefinitely postponed,Provide for school transportation safety committees,12036
LB146,McGill,Passed,Authorize cities and villages to regulate planned unit developments,12466
LB147,Hadley,Indefinitely postponed,"Change family law provisions relating to court orders, forum, child support, and visitation",12032
LB148,Avery,Indefinitely postponed,Exclude lobbying expenses from the definition of general fund operating expenditures for state aid to education purposes,11981
LB149,Avery,Indefinitely postponed,Adopt the Blind Persons Literacy Rights and Education Act,12242
LB150,Lathrop,Indefinitely postponed,Require Internet notice of public meetings by state entities,11701
LB151,Lathrop,Passed,"Provide, change, and eliminate powers and duties of the Nebraska Workers' Compensation Court",11987
LB152,Lathrop,Passed,Provide for a trauma fee schedule for workers' compensation claim reimbursement,12042
LB153,Lathrop,Indefinitely postponed,Change reimbursement for medical services under the Nebraska Workers' Compensation Act,12252
LB154,Janssen,Passed,Change procedures for filling vacancies on natural resources districts boards,12153
LB155,Utter,Passed,Change sealed bid requirements relating to electric generating facility contracts,12186
LB156,Utter,Passed,Change air pollution emission fee provisions,12272
LB157,Coash,Passed,Change guardianship and conservatorship provisions and adopt the Nebraska Uniform Adult Guardianship and Protective Proceedings Jurisdiction Act,12121
LB157A,Coash,Passed,Appropriation Bill,12922
LB158,Fischer,Passed,Change driver's license examination and issuance provisions,11764
LB159,Urban Affairs Committee,Passed,"Authorize bond powers for cities, villages, and counties for nonprofit enterprises",11948
LB160,Campbell,Passed,Eliminate a duty of the county assessor relating to information on trusts that own agricultural land,12024
LB161,Karpisek,Indefinitely postponed,Change provisions relating to recounting votes,12512
LB162,Campbell,Passed,Change provisions relating to abstracts of property assessment rolls,12025
LB163,Fischer,Passed,Change provisions relating to parking permits and license plates for handicapped or disabled persons and authorize a state electronic application system,11885
LB163A,Fischer,Passed,Appropriation Bill,13041
LB164,Louden,Passed,Provide notification requirements before moving buildings or other large objects on a county or township road,12305
LB165,Fischer,Passed,Change municipal occupation tax provisions relating to telecommunications companies,12260
LB166,Coash,Indefinitely postponed,Change the Developmental Disabilities Services Act to authorize a private preemployment screening service to conduct criminal background checks as prescribed,12041
LB167,Fischer,Passed,Change the Relocation Assistance Act,11768
LB168,Avery,Indefinitely postponed,Provide for voter registration on the Secretary of State's website,12049
LB169,Avery,Indefinitely postponed,Authorize provisional ballots for registered voters changing residence within Nebraska,12050
LB170,Fischer,Passed,Change motorcycle safety education provisions,11820
LB171,Avery,Indefinitely postponed,Provide for the establishment of fees paid to the Secretary of State,12347
LB172,Avery,Indefinitely postponed,Create the Commission on Indian and Multicultural Affairs and eliminate the Commission on Latino-Americans and the Commission on Indian Affairs,12315
LB173,Avery,Indefinitely postponed,Prohibit natural resources district board members from running for or holding more than one office,12504
LB174,Avery,Indefinitely postponed,Change provisions relating to certain contributions designated on income tax forms,12223
LB175,Avery,Indefinitely postponed,Provide for transfers from the Campaign Finance Limitation Cash Fund,12204
LB176,Avery,Passed,Authorize the Nebraska Accountability and Disclosure Commission to order violators to pay hearing costs,12350
LB177,Campbell,Passed,Change foster care provisions,11721
LB178,Transportation and Telecommunications Committee,Passed,Change commercial drivers' licenses provisions,11760
LB178A,Fischer,Passed,Appropriation Bill,13174
LB179,Krist,Passed,Change pharmacy provisions,12310
LB180,Fischer,Indefinitely postponed,Provide for gubernatorial appointment of the Board of Veterinary Medicine and Surgery ,12465
LB181,Hansen,Passed,Establish a surcharge under the Livestock Brand Act,12459
LB181A,Hansen,Passed,Appropriation Bill,13367
LB182,Hansen,Indefinitely postponed,Change provisions relating to the issuance of one license plate,12235
LB183,Wightman,Indefinitely postponed,Change abandoned motorboat and trailer provisions,12570
LB184,Smith,Indefinitely postponed,Change interest rate provisions under the Nebraska Workers' Compensation Act,12292
LB185,Fulton,Indefinitely postponed,Provide for one vehicle license plate,11702
LB186,Sullivan,Indefinitely postponed,Require nonpartisan ballots for county officers,11968
LB187,Council,Indefinitely postponed,Change the number of required recall petition signatures,12156
LB188,Council,Indefinitely postponed,Change requirements for recall petition signatures,12155
LB189,Council,Indefinitely postponed,Adopt the Criminal Offender Employment Act,11716
LB190,Council,Indefinitely postponed,Provide for district elections for board members of metropolitan utilities districts,11792
LB191,Council,Passed,Change provisions relating to sentence reductions,11818
LB192,Council,Indefinitely postponed,Require school districts to offer instruction in sexual health education,11679
LB193,Howard,Indefinitely postponed,Change cost provisions for proceedings before the Nebraska Liquor Control Commission,11828
LB194,Howard,Indefinitely postponed,Change salary and benefit provisions of members of the Nebraska Liquor Control Commission,11728
LB195,Sullivan,Indefinitely postponed,Change the number of members of the Legislature to fifty,11967
LB196,Lathrop,Indefinitely postponed,Change liability insurance and financial responsibility requirements for motor vehicles,12495
LB197,Dubas,Passed,Allow breast-feeding as prescribed,11994
LB198,Mello,Indefinitely postponed,Change provisions relating to the purchase or lease of state-owned passenger cars,11966
LB199,Dubas,Indefinitely postponed,Require adequate financial support for foster parents to support foster children,12583
LB200,Council,Governor Veto,Adopt the Nebraska Healthy Food Financing Initiative Act ,12427
LB200A,Council,Governor Veto,Appropriation Bill,13818
LB201,Council,Indefinitely postponed,Change probation fees,12561
LB202,Council,Indefinitely postponed,Authorize petitions for recall and resentencing for certain minors sentenced to life imprisonment ,11718
LB203,Council,Indefinitely postponed,Change sentencing requirements with respect to certain minors,11714
LB204,Council,Governor Veto,Require blood-lead testing prior to school enrollment and parental notification regarding elevated blood-lead levels,11715
LB204A,Council,Governor Veto,Appropriation Bill,13974
LB205,Mello,Indefinitely postponed,Create the Next Generation Nebraska Commission within the Department of Economic Development,11833
LB206,Wightman,Indefinitely postponed,Provide for disposition of abandoned camper units and cabin trailers,11698
LB207,Sullivan,Passed,Authorize the Game and Parks Commission to convey real property to Sherman County for park purposes,12325
LB208,Langemeier,Passed,Provide waiver and injunctive relief powers to the Nebraska Power Review Board ,12364
LB209,Cornett,Passed,Provide for delayed deductions for refunds from municipal sales and use tax receipts and access to tax returns by certified municipal employees,12448
LB210,Cornett,Passed,Change revenue and taxation provisions,12424
LB210A,Cornett,Passed,Appropriation Bill,13525
LB211,Cornett,Passed,Change sales and use tax provisions,12008
LB212,Transportation and Telecommunications Committee,Passed,Adopt revisions of federal motor vehicle laws and regulations and change provisions relating to towing and certificates of title ,11763
LB213,Pankonin,Indefinitely postponed,Appropriate funds to the Department of Economic Development for the Heritage Nebraska Main Street Program,12213
LB214,Pankonin,Indefinitely postponed,Require nonpartisan election of county and city officials,12170
LB215,Fischer,Passed,Change state identification card and motor vehicle operator's license provisions,11762
LB216,Coash,Passed,Provide for special interest motor vehicle plates,11974
LB216A,Coash,Passed,Appropriation Bill,14429
LB217,Fischer,Indefinitely postponed,Change the Telecommunication Relay System Act,12464
LB218,Karpisek,Passed,Change provisions relating to personnel exempt from the State Personnel System,12126
LB219,McCoy,Indefinitely postponed,Adopt the Health Care Freedom Act,11831
LB220,Fischer,Indefinitely postponed,Change appeal procedures of the Public Service Commission,12475
LB221,Janssen,Indefinitely postponed,Provide for drug screening of public assistance applicants and recipients,12044
LB222,Gloor,Indefinitely postponed,Change scope of practice considerations under the Nebraska Regulation of Health Professions Act,12230
LB223,Karpisek,Indefinitely postponed,Require insurance coverage for cochlear implants,12615
LB224,Avery,Indefinitely postponed,Change provisions relating to recall of certain political subdivision officials,12493
LB225,Campbell,Passed,Change provisions relating to issuance of credentials under the Uniform Credentialing Act,11884
LB226,Gloor,Passed,Create the offense of assault with a bodily fluid against a public safety officer,11835
LB227,Mello,Indefinitely postponed,Require the State Energy Office to perform a state energy assessment,12538
LB228,Mello,Passed,Provide for energy audits under the Deferred Building Renewal Act,12507
LB229,Fischer,Passed,Change and eliminate provisions relating to the Water Resources Cash Fund and the Nebraska Environmental Trust Fund and provide an additional consideration for grants from the Nebraska Environmental Trust Fund,12063
LB229A,Fischer,Passed,Appropriation Bill,13825
LB230,Sullivan,Passed,Change access to public records,12381
LB231,Christensen,Indefinitely postponed,Change provisions relating to issuing a bad check,11931
LB232,Christensen,Indefinitely postponed,Change use of force provisions to include protection of an unborn child as prescribed,12568
LB233,Krist,Indefinitely postponed,Decrease the number of members of the Legislature to forty-five,11674
LB234,Fischer,Passed,Change provisions relating to county office and service facilities of the Department of Health and Human Services,12660
LB235,Adams,Passed,Change provisions relating to state aid to schools,12446
LB236,Adams,Indefinitely postponed,Change provisions relating to state aid to schools,12457
LB237,Howard,Passed,Provide for creation of a prescription drug monitoring program,11992
LB238,Conrad,Indefinitely postponed,Eliminate workers' compensation three-judge review and change certain procedural provisions,12367
LB239,Janssen,Indefinitely postponed,Require presentation of government-issued photographic identification to vote in elections,12209
LB240,Nordquist,Indefinitely postponed,Create the Nebraska Insurance Choices Exchange Task Force,12322
LB241,Hadley,Passed,Redefine parts vehicle and require a bill of sale for transfer of a parts vehicle,12607
LB242,Hadley,Indefinitely postponed,"Change provisions relating to assault, assault on an officer, and offenses by a confined person",11753
LB243,Carlson,Passed,Change membership on the Republican River Basin Water Sustainability Task Force,12637
LB244,Carlson,Indefinitely postponed,Allow certain signs along scenic byways as prescribed,12619
LB245,Carlson,Indefinitely postponed,Provide for release of employee medical records as prescribed under the Nebraska Workers' Compensation Act,12290
LB246,Karpisek,Indefinitely postponed,Provide Nebraska State Patrol retirement benefits to a spouse who remarries,12556
LB247,Pahls,Indefinitely postponed,Adopt the Classrooms First Act,12006
LB248,Dubas,Passed,Change provisions relating to burning permits and range-management burning,12498
LB249,Karpisek,Indefinitely postponed,Provide for waiver of restrictions on alcohol sales near postsecondary campuses,12329
LB250,Transportation and Telecommunications Committee,Indefinitely postponed,Exempt limousine service from Public Service Commission regulation,12264
LB251,Council,Indefinitely postponed,Change court fees,12562
LB252,Cornett,Passed,Change powers and duties and provide a sales tax exemption relating to Wyuka Cemetery ,12069
LB253,Larson,Indefinitely postponed,Eliminate provisions relating to a tax credit for wind energy generating facilities,12038
LB254,Campbell,Passed,Provide and change requirements for instruments recorded by the register of deeds,12519
LB255,Transportation and Telecommunications Committee,Final Reading,Eliminate investigation and regulation duties of the Public Service Commission relating to railroads,12309
LB256,Karpisek,Governor Veto,Change State Racing Commission members' terms and permit horseracing licensees to contract to conduct live horseracing for other licensees,12173
LB257,Fischer,Passed,Change filing requirements for telecommunications companies,12395
LB258,Krist,Indefinitely postponed,Provide that entry onto land by land surveyor is not criminal trespass,11747
LB259,Fischer,Passed,Change provisions relating to railroads,12639
LB260,Lathrop,Passed,Adopt the Concussion Awareness Act ,11869
LB261,Lathrop,Passed,Provide a direct seller exemption to the Employment Security Law,11826
LB262,Lathrop,Indefinitely postponed,Eliminate certain labor provisions regarding health and safety,11985
LB263,Lathrop,Indefinitely postponed,Eliminate the Nebraska Worker Training Board,11911
LB264,Heidemann,Passed,Provide requirements for acquisition of certain real property by the state,12486
LB265,Coash,Passed,Change Department of Health and Human Services petty cash fund provisions,11755
LB266,Sullivan,Indefinitely postponed,Change the Open Meetings Act relating to closed sessions,12075
LB267,Howard,Indefinitely postponed,Require application for a waiver to limit the types of beverages which may be purchased with Supplemental Nutrition Assistance Program benefits,11990
LB268,Howard,Indefinitely postponed,Require return to the payee of insufficient funds checks,12123
LB269,Conrad,Passed,Change provisions relating to delayed deposit services,12302
LB270,Executive Board,Indefinitely postponed,Eliminate duties and positions in the Public Counsel's office,11941
LB271,Executive Board,Indefinitely postponed,Eliminate the office of Legislative Research,12002
LB272,Fulton,Indefinitely postponed,Provide for confidentiality and limited access to first-injury reports under the Nebraska Workers' Compensation Act,12291
LB273,Dubas,Indefinitely postponed,Change the Tax Equity and Educational Opportunities Support Act to provide for converted contracts and converted contract option students,12550
LB274,Gloor,Passed,Change provisions relating to the return of dispensed drugs and devices,12241
LB275,Fulton,Indefinitely postponed,Change provisions relating to the offense of escape,11912
LB276,Council,Indefinitely postponed,Change a penalty from death to life imprisonment without possibility of parole and change other penalties as prescribed,12589
LB277,Coash,Passed,Change the Nebraska Visitors Development Act to provide for the advice of a visitors committee to a county board,11996
LB278,Coash,Passed,Authorize payment to county officers and employees by electronic funds transfer,11909
LB279,Karpisek,Passed,Change provisions regarding an interest in licensed wholesalers under the Nebraska Liquor Control Act,12480
LB280,Lathrop,Indefinitely postponed,Adopt the Discretionary Clause Prohibition Act and create an unfair insurance trade practice,12425
LB281,Karpisek,Passed,Allow consumption of alcohol in chartered limousines and buses,12584
LB282,Louden,Indefinitely postponed,Appropriate funds to the Designated Collection Fund for use by the Commission on Indian Affairs,12665
LB283,Haar,Governor Veto,Change provisions relating to property tax levy limits and provide school boards with tax levy and bond authority relating to energy efficiency projects,12566
LB284,Krist,Passed,Change provisions relating to unlawful picketing of a funeral,12236
LB285,Krist,Withdrawn,Change provisions relating to veterans homes and veterans aid,12237
LB286,Krist,Passed,Change provisions relating to a direct sales shipping license fee under the Nebraska Liquor Control Act,12640
LB287,Adams,Indefinitely postponed,Change provisions relating to summer school and early childhood summer sessions,12506
LB288,Mello,Indefinitely postponed,Adopt the Small Business Regulatory Flexibility Act,12094
LB289,Mello,Passed,"Authorize operation of low-speed vehicles on certain public roads, provide registration fees for vehicles using alternative fuels, and eliminate alternative fuel permits and fees",11794
LB289A,Mello,Passed,Appropriation Bill,13697
LB290,Pankonin,Indefinitely postponed,Change health care information required to be given to a patient upon request,12456
LB291,Nelson,Indefinitely postponed,Change periodic payment modification provisions under the Nebraska Workers' Compensation Act,12294
LB292,Avery,Passed,Eliminate per diems for members of the Nebraska Accountability and Disclosure Commission,12136
LB293,Avery,Indefinitely postponed,Change provisions relating to reclaiming of property from a pawnbroker or junk dealer,12649
LB294,Karpisek,Indefinitely postponed,Prohibit alcohol sales during certain hours to persons who are twenty-one years old ,12508
LB295,Lathrop,Indefinitely postponed,Provide a complaint procedure with the Public Service Commission regarding towing and storage fees,12145
LB296,Coash,Indefinitely postponed,Eliminate oath requirements for filing of a criminal complaint and for verifying information,11863
LB297,Dubas,Passed,"Change the Local, Civic, Cultural, and Convention Center Act",12413
LB298,Christensen,Indefinitely postponed,Change provisions relating to self-protection,12118
LB299,Karpisek,Indefinitely postponed,Change horseracing provisions to authorize contracts for live race meetings and change licensing requirements,12203
LB300,Ashford,Indefinitely postponed,Change provisions relating to the Community Trust ,11986
LB301,Ashford,Indefinitely postponed,Change provisions for sealing records under the Nebraska Juvenile Code,12267
LB302,Ashford,Indefinitely postponed,Provide for a restructuring plan for the court system,12659
LB303,McCoy,Passed,Eliminate restriction on investment in certain corporations doing business in Northern Ireland,11774
