Document,Primary Introducer,Status,Description,Document ID
LB41,Hudkins,Indefinitely postponed,Change motor fuel tax rates and allocation of the revenue,299
LB42,Hudkins,Indefinitely postponed,Change distribution of the cigarette tax,534
LB43,Heidemann,Final Reading,Provide for mowing and hay-harvesting permits for right-of-ways of highways  ,405
LB44,Gay,Final Reading,Change provisions relating to precinct lists of registered voters and sign-in registers,251
LB45,Gay,Indefinitely postponed,Change provisions relating to district court fees,246
LB46,Hudkins,Indefinitely postponed,Require payments by grape producers,624
LB47,Hudkins,Indefinitely postponed,Create the offense of interference with child visitation,15
LB48,Dierks,Indefinitely postponed,Exempt certified registered nurse anesthetists from certain radiation-use qualifications,314
LB49,Hudkins,Indefinitely postponed,Adopt the Mercury Vaccine and Drug Act,14
LB50,Hudkins,Indefinitely postponed,Prohibit the state from seeking reimbursement from employees for use of vacation leave,300
LB51,Hudkins,Indefinitely postponed,Include all cities and villages under the Nebraska Industrial Development Corporation Act,16
LB52,Howard,Indefinitely postponed,Create a task force to examine the prescription and administration of certain drugs to children who are wards of the state,26
LB53,Howard,Indefinitely postponed,Prohibit smoking in certain foster care homes,31
LB54,Howard,Indefinitely postponed,Provide qualifications for certain child protection and safety workers,304
LB55,Howard,Indefinitely postponed,"Change provisions governing funding of home visitation, child, and parenting programs",415
LB56,Howard,Indefinitely postponed,Appropriate funds for alcohol-related birth defects prevention programs,25
LB57,Preister,Indefinitely postponed,Provide for fair share representation contributions for certain labor representation by labor organizations,18
LB58,Harms,Indefinitely postponed,Increase the probationary period of community college staff,423
LB59,Engel,Indefinitely postponed,"Require education of motor vehicle dealers, agents, and salespersons as prescribed",165
LB60,Avery,Indefinitely postponed,Provide a sales tax holiday for school-related purchases,547
LB61,Avery,Indefinitely postponed,Prohibit certain gifts and contributions to candidates for or members of the Public Service Commission,550
LB62,Langemeier,Indefinitely postponed,Authorize insurance producers to charge incidental fees,639
LB63,Schimek,Final Reading,Change insurance coverage provisions relating to childhood immunizations,141
LB64,Schimek,Final Reading,Eliminate a gaming fee and tax adopted by initiative ,146
LB65,Stuthman,Indefinitely postponed,Change the statute of repose for the Nebraska Hospital - Medical Liability Act,264
LB66,Stuthman,Indefinitely postponed,Require school districts to develop driver safety courses,17
LB67,Stuthman,Final Reading,Permit service of summons of proposed jurors by first-class mail,247
LB68,Hudkins,Indefinitely postponed,Create the Office of Guardian ad Litem Services,60
LB69,Hudkins,Final Reading,Change the Agricultural Opportunities and Value-Added Partnerships Act,621
LB70,Fischer,Indefinitely postponed,Permit operation of ATV's within municipalities by municipal employees,172
LB71,Fischer,Indefinitely postponed,Appropriate funds for a child advocacy center,148
LB72,Fischer,Indefinitely postponed,Prohibit beginning a school year before Labor Day,216
LB73,McGill,Final Reading,Change school breakfast reimbursement provisions,667
LB73A,McGill,Final Reading,Appropriations bill,1877
LB74,Erdman,Final Reading,Change the Nebraska Pure Food Act,101
LB75,Hudkins,Indefinitely postponed,Provide powers and duties to the juvenile court regarding the placement and custody of juveniles,61
LB76,Hudkins,Indefinitely postponed,Change provisions governing physical and legal custody arrangements of a minor child,62
LB77,Nantkes,Indefinitely postponed,Change workers' compensation disability compensation provisions,479
LB78,Nantkes,Indefinitely postponed,Change amounts recoverable under the Political Subdivisions Tort Claims Act,476
LB79,Natural Resources Committee ,Final Reading,Change duties of the Department of Environmental Quality,84
LB80,Natural Resources Committee ,Final Reading,Authorize additional assistance for projects under the Safe Drinking Water Act,80
LB80A,Louden,Final Reading,Appropriations bill,1189
LB81,Schimek,Indefinitely postponed,Create the offense of school trespass and prohibit certain activities of registered sex offenders,22
LB82,Synowiecki,Indefinitely postponed,Change Welfare Reform Act provisions relating to family size,289
LB83,Synowiecki,Final Reading,Provide for Board of Parole recommendations relating to incarceration work camps,67
LB84,Howard,Indefinitely postponed,Regulate traffic approaching or passing an authorized emergency vehicle,152
LB85,Howard,Indefinitely postponed,Create the Nebraska Health Insurance Policy Coalition,581
LB86,Howard,Indefinitely postponed,Change provisions of the Health Care Facility Licensure Act covering applicants for licensure,391
LB87,Howard,Indefinitely postponed,Require that all state service contracts be awarded and performed in the United States,582
LB88,Business and Labor Committee ,Final Reading,Provide for payment of claims against the state,121
LB89,Business and Labor Committee ,Indefinitely postponed,Disapprove certain claims against the state,122
LB90,Howard,Indefinitely postponed,Change the earned income disregard in the Welfare Reform Act,173
LB91,Cornett,Indefinitely postponed,Change boundary provisions relating to learning communities,319
LB92,Cornett,Passed,Change provisions relating to foreign national minors,5
LB93,Cornett,Indefinitely postponed,Authorize a new firefighter license plate and fund emergency training,113
LB94,Cornett,Final Reading,Authorize municipalities to receive certain sales and use tax information,11
LB95,Flood,Indefinitely postponed,Clarify reference to expense reimbursement for the Professional Practices Commission,541
LB96,Flood,Indefinitely postponed,Redefine a term under the Nebraska Probation Administration Act,543
LB97,Flood,Final Reading,Change provisions relating to the Concealed Handgun Permit Act,542
LB98,Flood,Indefinitely postponed,Eliminate references to a fund that terminated,540
LB99,Wightman,Final Reading,Change provisions relating to the appointment of receivers by the district court,587
LB100,Erdman,Indefinitely postponed,Provide duties to the Auditor of Public Accounts,6
LB101,Erdman,Indefinitely postponed,Clarify that only one parent need sign the statement regarding private schools that elect not to meet accreditation or approval,189
LB102,Erdman,Indefinitely postponed,Provide for notice of appointment of a personal representative under the Nebraska Probate Code,44
LB103,Erdman,Indefinitely postponed,Authorize release of patient information and change provisions relating to regional trauma advisory boards ,45
LB104,Erdman,Indefinitely postponed,Change age of majority from nineteen to eighteen ,191
LB105,Louden,Indefinitely postponed,Appropriate funds for the Nebraska Forest Service,203
LB106,Engel,Final Reading,Change the tax on certain tobacco products,207
LB107,Pedersen,Indefinitely postponed,Create a deputy public counsel for institutions and facilities operated by the Department of Health and Human Services,184
LB107A,Pedersen,Indefinitely postponed,Appropriations bill,2539
LB108,Agriculture Committee ,Final Reading,Change provisions relating to fence disputes,220
LB109,Agriculture Committee,Indefinitely postponed,Appropriate funds to the Board of Regents of the University of Nebraska with respect to crop insurance  ,426
LB110,Erdman,Final Reading,Adopt the Bovine Tuberculosis Act,99
LB111,Erdman,Final Reading,Change provisions relating to milk,100
LB112,Erdman,Indefinitely postponed,Provide for the judicial emancipation of minors,219
LB113,Pahls,Indefinitely postponed,Prohibit branch banking by industrial loan companies,353
LB114,Pahls,Indefinitely postponed,Change the Nebraska Uniform Trust Code,424
LB115,Pahls,Final Reading,Redefine automobile liability policy,640
LB116,Pahls,Indefinitely postponed,Change provisions relating to priority of purchase-money security interests,451
LB117,"Banking, Commerce and Insurance Committee ",Final Reading,Change provisions relating to insurance,433
LB118,"Banking, Commerce and Insurance Committee",Indefinitely postponed,Change the Comprehensive Health Insurance Pool Act,434
LB119,"Banking, Commerce and Insurance Committee",Indefinitely postponed,Change the Insurers Investment Act,435
LB120,"Banking, Commerce and Insurance Committee",Indefinitely postponed,Rename and change the applicability of the Nebraska Senior Protection in Annuity Transactions Act,436
LB121,"Banking, Commerce and Insurance Committee",Indefinitely postponed,Adopt the Captive Insurers Act,437
LB122,"Banking, Commerce and Insurance Committee",Indefinitely postponed,Change provisions relating to banking and finance,223
LB123,"Banking, Commerce and Insurance Committee",Passed,Adopt the Nebraska Foreclosure Protection Act and change provisions relating to deceptive trade practices,228
LB124,"Banking, Commerce and Insurance Committee ",Final Reading,Change provisions relating to banking and finance,221
LB125,Pahls,Indefinitely postponed,Change provisions relating to community development investments,222
LB126,Pahls,Indefinitely postponed,Provide for regulation of trust company names,225
LB127,Pahls,Indefinitely postponed,Change provisions relating to loan brokerage agreements,224
LB128,Pahls,Indefinitely postponed,Change the Nebraska Installment Sales Act,484
LB129,Pahls,Indefinitely postponed,Change the Mortgage Bankers Registration and Licensing Act,227
LB130,Pahls,Indefinitely postponed,Provide for a licensee relocation fee under the Nebraska Installment Loan Act,226
LB131,Raikes,Indefinitely postponed,Provides for the University Research and Development Corridor Master Plan,661
LB132,Nantkes,Final Reading,Provide for setting aside a legal separation decree,706
LB133,Schimek,Indefinitely postponed,Provide for the transfer of development rights as prescribed,147
LB134,Schimek,Indefinitely postponed,Require insurance coverage of colorectal cancer screenings,360
LB135,Fulton,Indefinitely postponed,Provide for confidentiality of certain public entity records,506
LB136,Flood,Final Reading,Adopt the Nebraska Uniform Prudent Management of Institutional Funds Act,296
LB137,Flood,Indefinitely postponed,Change provisions relating to inheritance tax liens,28
LB138,Flood,Indefinitely postponed,Provide penalties and change other provisions relating to sex offenders,70
LB139,Flood,Indefinitely postponed,Change reimbursement provisions under the Special Education Act ,107
LB140,Flood,Indefinitely postponed,Provide copies of complaints filed with the Department of Environmental Quality,326
LB141,Flood,Indefinitely postponed,Change provisions relating to burglary,367
LB142,Friend,Final Reading,Create the offense of enticement by electronic communication device,320
LB143,McDonald,Final Reading,Prohibit government officials from requiring a polygraph examination of a victim of a sex offense,545
LB144,McDonald,Final Reading,Adopt the Hepatitis C Education and Prevention Act,331
LB145,McDonald,Final Reading,Require annual notices to property tax homestead exemption claimants,332
LB146,McDonald,Withdrawn,Change the administrative fee for income withholding for child support,328
LB147,McDonald,Final Reading,Change penalty provisions for vehicle loads,348
LB148,Heidemann,Final Reading,Provide an exception to weight and load limits for trucks,673
LB149,Gay,Indefinitely postponed,Change provisions relating to the unauthorized use of the word bank,368
LB150,Adams,Final Reading,Change provisions relating to certificate fees paid to the State Department of Education,444
LB151,Gay,Passed,Provide a statute of limitations for certificate of deposit obligations as prescribed,354
LB152,Pankonin,Final Reading,Change insurer reporting requirements regarding professional liability claims,394
LB153,Aguilar,Indefinitely postponed,Change provisions relating to legal actions over school districts in annexed territory,372
LB154,Burling,Indefinitely postponed,Eliminate certain exemptions from jury service,129
LB155,Langemeier,Indefinitely postponed,Change provisions relating to tax liens on personal property and collection of certain taxes,358
LB156,Langemeier,Indefinitely postponed,"Change provisions relating to bank boards, investments, and premiums",669
LB157,Stuthman,Passed,Prohibit prosecution for leaving a child at a hospital,262
LB158,Heidemann,Withdrawn,Exempt depreciable repair or replacement parts for agricultural equipment from sales tax,135
LB159,Heidemann,Indefinitely postponed,Exempt repair or replacement parts for agricultural equipment from sales tax,134
LB160,Cornett,Final Reading,"Change fire and rescue department provisions relating to clothing, equipment, and donations",9
LB161,Natural Resources Committee ,Final Reading,Raise the range for permissible application fees for certification as wastewater treatment operators,93
LB162,Fischer,Indefinitely postponed,Provide for an electronic lien system for certificates of title,609
LB162A,Fischer,Indefinitely postponed,Appropriations bill,1878
LB163,Fischer,Indefinitely postponed,Require certification of payment of sales tax to obtain a certificate of title for an all-terrain vehicle,718
LB164,Fischer,Indefinitely postponed,Change provisions of the Relocation Assistance Act,35
LB165,Fischer,Indefinitely postponed,Eliminate authorization to participate in the Midwest Interstate Passenger Rail Compact,37
LB166,Revenue Committee ,Final Reading,Change provisions relating to property taxation and assessment,378
LB167,Revenue Committee ,Final Reading,"Change property tax provisions relating to appeals, equalization, and assessor certification",382
LB168,Revenue Committee,Indefinitely postponed,Change property and motor vehicle tax protest and appeal procedures,380
LB169,Cornett,Indefinitely postponed,Exclude military retirement benefits from income taxation,4
LB170,Kopplin,Indefinitely postponed,Change the tax levy authority of educational service units,523
LB171,Kopplin,Passed,Require Department of Health and Human Services to apply for food stamp options and waivers,351
LB172,Kopplin,Indefinitely postponed,Provide for the adoption of ordinances and resolutions by counties,522
LB173,Engel,Indefinitely postponed,Change provisions relating to homestead exemptions,411
LB174,Janssen,Indefinitely postponed,Provide duties for and prohibit certain actions by issuers of credit and debit cards,469
LB175,Cornett,Indefinitely postponed,Require employer to provide employee a reason for termination,323
LB176,Cornett,Indefinitely postponed,Redefine police animal for certain crimes,329
LB177,Janssen,Passed,Change the Nebraska Advantage Microenterprise Tax Credit Act,376
LB178,Janssen,Indefinitely postponed,"Create the Nebraska Women, Infants, and Children Program Advisory Board",571
LB179,Lathrop,Passed,Require electronic recording of custodial interrogations,635
LB180,Kruse,Indefinitely postponed,Provide a penalty with respect to keg identification numbers,666
LB181,Kruse,Indefinitely postponed,Eliminate a fee and tax on gaming activity adopted by iniative ,108
LB182,Kruse,Indefinitely postponed,Change grant provisions under the public transportation assistance program,295
LB183,Carlson,Indefinitely postponed,Exclude military retirement benefits from income taxation,271
LB184,Carlson,Indefinitely postponed,Change hunting and fishing permit provisions for military personnel and veterans,272
LB185,Health and Human Services Committee ,Final Reading,Change provisions relating to health and human services,41
LB186,Langemeier,Final Reading,Change provisions relating to the credentialing of real property appraisers,472
LB187,Mines,Indefinitely postponed,Prohibit certain interlocal agreements,676
LB188,Mines,Final Reading,Eliminate a notice requirement relating to motor vehicle service contracts,317
LB189,Mines,Indefinitely postponed,Change the Nebraska Uniform Trust Code,355
LB190,Mines,Indefinitely postponed,Provide for consumers to put a security freeze on their credit reports,662
LB191,Mines,Final Reading,Change provisions relating to directors of certain corporations,318
LB192,Harms,Final Reading,Adopt the Access College Early Scholarship Program Act and eliminate the Community Scholarship Foundation Program Act,187
LB193,Howard,Indefinitely postponed,Provide for a special authorization for teachers not addressed by an existing endorsement,588
LB194,Pahls,Indefinitely postponed,Change disciplinary provisions of the Uniform Licensing Law ,253
LB195,Preister,Passed,Repeal the authorization for the Nebraska State Quarter,458
LB196,Schimek,Passed,Permit the Adjutant General to designate certain vehicles as military emergency vehicles,157
LB197,Schimek,Indefinitely postponed,Change the Political Subdivisions Tort Claims Act,475
LB198,Schimek,Final Reading,Change requirements for campaign messages,567
LB199,Schimek,Final Reading,Changes municipal cooperative financing and open meetings provisions,377
LB200,Burling,Indefinitely postponed,Change the definition of tractor for purposes of tractor testing,762
LB201,Fischer,Indefinitely postponed,Change the penalty for false information relating to motor vehicle registration,279
LB202,Louden,Passed,Change the Integrated Solid Waste Management Act,133
LB203,Gay,Final Reading,Provide an informal conference process for disciplinary action regarding health care facilities,570
LB204,Synowiecki,Passed,Change provisions relating to the Contractor Registration Act,312
LB204A,Synowiecki,Passed,Appropriations bill,1342
LB205,Howard,Passed,Require schools to adopt a bullying policy,23
LB206,Friend,Final Reading,Change provisions regarding the city treasurer and the county treasurer serving as ex officio city treasurer in cities of the metropolitan class,694
LB207,Friend,Final Reading,Provide a power for the board of directors of a metropolitan utilities district,750
LB208,Aguilar,Final Reading,Change bond requirements for certain public building projects,336
LB209,Business and Labor Committee,Indefinitely postponed,Create and eliminate safety inspection funds relating to elevators and conveyances,726
LB210,Business and Labor Committee,Passed,Change membership and procedures of the Nebraska Workforce Investment Board,95
LB211,Business and Labor Committee ,Final Reading,Change payment provisions for members of the Commission of Industrial Relations ,485
LB211A,Cornett,Select File,Appropriations bill,1435
LB212,Rogert,Indefinitely postponed,Authorize counties to enact ordinances as prescribed,763
LB213,Ashford,Final Reading,Change provisions relating to preserving testimony,795
LB214,Ashford,Final Reading,"Change acting county attorney compensation, provide for county judge interchange, and eliminate an obsolete procedure",717
LB215,Ashford,Indefinitely postponed,Change provisions relating to life imprisonment,149
LB216,Ashford,Indefinitely postponed,Change provisions relating to violence on a service dog,150
LB217,Ashford,Indefinitely postponed,Change provisions relating to unlawful acts involving drug substances,151
LB218,Burling,Final Reading,Change provisions relating to the acquisition of certain drug products,443
LB219,Dierks,Final Reading,Change requirements for freeholder petitions,463
LB220,Dierks,Indefinitely postponed,Provide for medical liens for chiropractors,564
LB221,Lathrop,Select File,Change legal procedure complaint and petition provisions,538
LB222,McGill,Indefinitely postponed,Provide workers' compensation benefits for permanent disfigurement or scarring,481
LB223,Revenue Committee ,Final Reading,Change tax laws,280
LB224,Kopplin,Withdrawn,Impose a moratorium on new water wells as prescribed,526
LB225,Friend,Indefinitely postponed,Provide for acknowledgment of satisfaction of judgment and unsworn certification,255
LB226,Cornett,Final Reading,Change provisions relating to boiler inspections,608
LB227,Cornett,Final Reading,Change provisions governing certain offenses relating to animals,8
LB228,Synowiecki,Indefinitely postponed,Repeals statutes limiting liability of owners or operators of motor vehicles and aircraft for damages to guests or invitees,473
LB229,Wallman,Indefinitely postponed,Appropriate funds for developmental disability aid,751
LB230,Raikes,Indefinitely postponed,Change provisions relating to resident students for purposes of certain reorganizations,459
LB231,Raikes,Final Reading,Change provisions relating to the Early Childhood Training Center,577
LB232,Dubas,Final Reading,Change the Building Entrepreneurial Communities Act,375
LB233,Pirsch,Final Reading,Provide a residency requirement for certain members of public building commissions,758
LB234,Dierks,Indefinitely postponed,Provide for reorganization of certain school districts as prescribed,562
LB235,Nantkes,Indefinitely postponed,Adopt the Nebraska Advantage Film Production Incentive Act,528
LB235A,Nantkes,Indefinitely postponed,Appropriations bill,2244
LB236,Johnson,Final Reading,"Provide for and change regulation of perfusionists, optometrists, pharmacy technicians, and in-home personal service providers",657
LB237,Pahls,Final Reading,Change the homestead exemption amount for judgments and execution,611
LB238,Fischer,Indefinitely postponed,Create the Board of Trustees of the Nebraska Community Colleges,245
LB239,Fischer,Final Reading,Update references to federal law in certain state motor vehicle statutes,49
LB240,Langemeier,Indefinitely postponed,Provide an income tax credit for certain capital gains,438
LB241,Hudkins,Indefinitely postponed,Require the state to pay teachers' salaries as prescribed,175
LB242,Flood,Indefinitely postponed,Change provisions relating to assault by a confined person and  create an offense of assault on an officer using bodily fluids,215
LB243,Flood,Indefinitely postponed,Change provisions relating to jurors,670
LB244,Flood,Indefinitely postponed,Change provisions relating to transportation of patients in ambulances,414
LB245,Johnson,Veto Overridden,Change provisions relating to fluoridation of drinking water,749
LB245A,Johnson,Veto Overridden,Appropriations bill,2144
LB246,Johnson,Passed,Provide requirements for coroners relating to the procurement of anatomical gifts and provide for criminal immunity,103
LB248,Nantkes,Final Reading,Provide for road improvement district elections to be conducted by mail,767
LB249,Heidemann,Indefinitely postponed,Change Cash Reserve Fund provisions,334
LB250,Synowiecki,Indefinitely postponed,Create a religious exemption from mandatory infant screening tests,530
LB251,Synowiecki,Indefinitely postponed,Eliminate a restriction on adding alcohol to beer,516
LB252,Avery,Final Reading,Change land surveyor application and registration fees,392
LB253,Rogert,Indefinitely postponed,Adopt the Motorcycle Safety and Training Act and change motorcycle helmet provisions,240
LB253A,Rogert,Indefinitely postponed,Appropriations bill,1879
LB254,Aguilar,Indefinitely postponed,Change child passenger restraint system and occupant protection system provisions,700
LB255,Rogert,Final Reading,Change the Nebraska Wage Payment and Collection Act,789
LB256,Aguilar,Final Reading,Change administrative provisions relating to state government,119
LB257,Lathrop,Indefinitely postponed,Adopt the Public Guardianship Act,335
LB258,Lathrop,Indefinitely postponed,Change provisions relating to minors' violations under the Nebraska Liquor Control Act,199
LB259,Friend,Indefinitely postponed,Change provisions relating to service of process for garnishment,363
LB260,Kruse,Indefinitely postponed,Change provisions relating to implied consent violations,607
LB261,Kruse,Indefinitely postponed,Eliminate provisions relating to religious uses of alcoholic liquor and minors' activities at permanent place of residence ,425
LB262,Kruse,Indefinitely postponed,Change automobile insurance requirements,278
LB263,Hudkins,Final Reading,Change permit provisions under the Integrated Solid Waste Management Act,535
LB264,Hudkins,Indefinitely postponed,Adopt the Volunteer Emergency Responders Incentive Act and provide for an income tax credit,590
LB265,Business and Labor Committee ,Select File,Change labor laws,98
LB266,Aguilar,Indefinitely postponed,Provide for driving privilege cards,493
LB267,McGill,Indefinitely postponed,Authorize participation in the child care subsidy program and the provision of certain subsidies,719
LB268,McGill,Passed,Change election provisions for county board members,403
LB269,Burling,Passed,Change provisions relating to county organization and formation of county libraries,193
LB270,Johnson,Indefinitely postponed,Exclude certain rural health loan repayments from income for income tax purposes,302
LB271,Friend,Indefinitely postponed,Change fringe benefit provisions under the Nebraska Wage Payment and Collection Act,633
LB272,Kopplin,Indefinitely postponed,Provide for issuance of bonds by certain natural resources districts and a levy on taxable property ,605
LB273,Kopplin,Indefinitely postponed,Change the definition of tractor for purposes of tractor testing,808
LB274,McDonald,Final Reading,Require a warning label on liquefied petroleum gas tanks and provide a limitation on liability,66
LB275,Kruse,Indefinitely postponed,Change a fund transfer and appropriate funds for biomedical research,710
LB276,Schimek,Indefinitely postponed,Rename the Department of Roads,230
LB277,Mines,Final Reading,Change provisions relating to a metropolitan transportation improvement program in lieu of a Department of Roads plan,685
LB278,Stuthman,Indefinitely postponed,Change permitted uses of county sales tax revenue,241
LB279,Stuthman,Passed,Change provisions relating to driver training schools,752
LB280,Stuthman,Passed,Provide for jurisdiction over custody proceedings of juveniles as prescribed,42
LB280A,Stuthman,Indefinitely postponed,Appropriations bill,2523
LB281,Stuthman,Indefinitely postponed,Appropriate funds for federally qualified community health centers,766
LB282,Stuthman,Indefinitely postponed,Terminate estate and generation-skipping taxes,269
LB283,Stuthman,Final Reading,Provide for biennial renewal of medication aide registrations,79
LB283A,Stuthman,Final Reading,Appropriations bill,1247
LB284,Karpisek,Indefinitely postponed,Require election recounts to be done manually,491
LB285,Transportation and Telecommunications Committee,Indefinitely postponed,Authorize compliance with the driver's license provisions of the federal REAL ID Act of 2005,48
LB286,Transportation and Telecommunications Committee ,Final Reading,Change the Motor Vehicle Certificate of Title Act and the Motor Vehicle Registration Act,51
LB287,Transportation and Telecommunications Committee,Indefinitely postponed,Change vehicle titling and registration provisions,52
LB288,Louden,Indefinitely postponed,Provide for operation of all-terrain vehicles on highways as prescribed,206
LB289,Louden,Final Reading,Change procedure relating to elections to exceed the tax levy limit,310
LB290,Pirsch,Final Reading,Change judicial nominating commission provisions,539
LB291,Hansen,Indefinitely postponed,Change the Nebraska Environmental Trust Board membership,596
LB292,Hansen,Final Reading,Authorize transfers of funds for medical assistance payments and change a tax rate for intermediate care facilities,735
LB292A,Hansen,Final Reading,Appropriations bill,1976
LB293,Pedersen,Indefinitely postponed,Redefine public safety official with respect to infectious disease exposure,185
LB294,Mines,Indefinitely postponed,Change a standard of review for appeals to the Tax Equalization and Review Commission,507
LB295,Natural Resources Committee ,Indefinitely postponed,Change provisions relating to irrigation and regulation of water and water wells,73
LB296,Johnson,Final Reading,Reorganize the Health and Human Services System,59
LB297,Pedersen,Indefinitely postponed,Eliminate a requirement relating to a telecommunications surcharge,294
LB298,Burling,Final Reading,Change the number of signatures required on nominating petitions,615
LB299,Hudkins,Final Reading,Change provisions relating to the Game Law,449
LB300,Howard,Indefinitely postponed,Create the State Work Incentive Program,772
LB301,Janssen,Indefinitely postponed,Extend the current distribution of state lottery proceeds until 2013,720
LB302,Friend,Indefinitely postponed,"Change provisions relating to buildings, structures, and outdoor advertising signs, displays, and devices",536
LB303,Synowiecki,Indefinitely postponed,Adopt a deferred retirement option plan (DROP) retirement program for the Nebraska State Patrol,308
LB303A,Synowiecki,Indefinitely postponed,Appropriations bill,2017
LB304,Gay,Final Reading,Change qualifications for tax credits relating to long-term care insurance,337
LB305,Fischer,Final Reading,Change distribution of certain sales tax revenue,592
LB305A,Fischer,Final Reading,Appropriations bill,1218
LB306,Stuthman,Indefinitely postponed,Provide for the protection of social security numbers in support orders,612
LB307,Stuthman,Final Reading,Change provisions relating to  operation of all-terrain vehicles ,497
LB308,Stuthman,Passed,Adopt the Automated Medication Systems Act,417
LB309,Heidemann,Indefinitely postponed,Change provisions relating to handicapped or disabled parking permits,277
LB310,Aguilar,Indefinitely postponed,Change provisions relating to early voting,617
LB311,Aguilar,Final Reading,Change provisions relating to petition signature verification,618
LB312,Aguilar,Passed,"Change provisions relating to resignations, vacancy appointments, and recall elections",702
LB313,Natural Resources Committee ,Final Reading,Amend the Livestock Waste Management Act with respect to certain engineering requirements,83
LB314,Louden,Indefinitely postponed,Redefine water well for purposes of registration,560
LB315,Janssen,Final Reading,Update references to the Internal Revenue Code of 1986,806
LB316,Friend,Final Reading,Create the Special Education Services Task Force,696
LB316A,Friend,Final Reading,Appropriations bill,2212
LB317,Speaker Flood,Final Reading,Provide for deficit appropriations ,576
LB318,Speaker Flood,Final Reading,Appropriate funds for salaries of members of the Legislature,575
LB319,Speaker Flood,Final Reading,Appropriate funds for salaries of constitutional officers,574
LB320,Speaker Flood,Final Reading,Appropriate funds for capital construction,525
LB321,Speaker Flood,Final Reading,Appropriate funds for state government expenses,578
LB322,Speaker Flood,Final Reading,Change provisions relating to certain funds and provide for transfers of funds and extend an excise tax,656
LB323,Speaker Flood,Final Reading,Provide for transfers from the Cash Reserve Fund,668
LB324,Speaker Flood,Final Reading,Change provisions relating to state patrol retirement system contributions,655
LB324A,Synowiecki,Final Reading,Appropriations bill,2019
LB325,Speaker Flood,Indefinitely postponed,Repeal business child care income tax credits,450
LB326,Speaker Flood,Indefinitely postponed,Change eligibility provisions for certain types of public assistance,645
